tozeret_cd,degem_cd
672,21
734,101
676,618
588,136
961,71
588,661
481,442
481,7
676,564
676,1660
697,3
413,871
771,152
177,15
481,125
588,801
346,48
739,4921
676,564
771,481
771,591
588,136
724,1341
346,39
928,202
839,2
724,252
588,661
724,226
588,431
676,615
590,84
481,15
590,63
724,1801
845,25
676,559
588,661
845,52
724,140
481,442
973,61
346,881
771,152
416,21
845,81
650,51
839,2
634,100
734,151
672,13
676,399
845,81
155,121
481,125
961,231
676,564
676,615
312,1000
445,3
416,122
885,32
845,32
885,138
845,27
973,15
676,285
734,101
588,431
751,228
588,661
588,291
653,21
776,32
683,651
650,226
346,48
481,7
588,291
676,583
650,51
676,1781
413,491
676,287
299,23
346,881
481,7
588,431
430,121
413,1171
637,491
413,871
778,185
593,114
683,173
653,11
481,442
139,10
588,201
751,238
676,1501
588,2
961,211
590,49
588,391
751,721
413,501
751,223
588,621
413,1011
722,195
139,10
346,71
885,177
885,32
588,661
869,2301
683,631
676,1491
139,9
588,231
481,7
839,171
650,303
481,15
885,138
312,19
885,177
724,871
885,32
676,1811
590,76
103,131
676,409
778,125
731,261
672,71
961,211
481,7
839,111
603,3
253,18
312,19
724,103
588,601
751,223
481,135
885,32
683,631
899,18
845,25
481,791
676,285
155,121
885,177
650,286
603,3
676,721
312,1
481,241
346,881
588,661
481,136
481,15
771,5
551,54
322,20
676,285
715,251
588,1
590,59
885,138
445,1
413,302
730,13
734,101
299,21
481,951
676,552
845,81
416,85
588,661
590,63
481,15
452,10
253,22
990,38
413,491
683,651
588,117
676,587
19,484
839,2
156,101
492,11
885,138
676,302
650,801
588,85
973,69
416,55
481,93
299,21
676,489
281,52
676,559
676,1511
737,71
683,651
653,21
481,442
322,20
751,15
676,1501
588,1
839,111
724,16
253,17
346,48
845,12
676,588
676,414
481,93
751,223
650,801
751,223
481,16
724,1751
634,75
751,8
281,52
588,10
885,177
676,587
588,381
281,52
281,261
634,100
588,801
961,1911
322,21
672,18
817,310
413,501
19,552
413,1001
724,142
588,811
481,96
413,491
588,801
727,34
778,138
751,15
588,291
281,52
676,285
590,63
481,791
481,442
885,342
588,51
751,223
588,661
588,661
845,36
676,1141
676,626
724,1811
413,501
676,552
413,29
299,21
676,455
650,621
346,881
588,801
727,21
588,381
603,27
430,13
312,19
299,11
676,489
724,207
413,871
312,1
885,15
481,96
253,64
676,559
481,113
676,1710
413,491
885,29
588,292
683,501
695,36
590,63
672,13
885,177
885,208
676,552
751,223
299,11
404,91
588,117
734,101
624,211
727,100
590,63
588,751
590,82
588,152
676,455
885,152
683,561
676,414
603,400
730,14
683,631
751,223
751,223
481,93
481,211
588,391
588,51
481,15
751,230
253,81
672,14
588,1
413,1001
751,226
281,52
683,641
322,20
637,601
590,86
751,721
973,61
588,801
650,801
885,129
624,120
885,152
416,57
413,1171
603,3
676,409
961,27
724,2841
416,85
676,1141
751,791
346,48
637,112
885,146
481,113
299,21
650,801
588,2
751,223
845,40
588,431
19,250
845,8
281,52
751,223
676,1141
404,53
413,1181
778,125
481,113
481,1071
413,50
481,113
676,626
961,351
751,392
730,6
839,6
481,16
322,20
885,208
734,291
676,374
312,19
588,421
481,1371
676,478
481,11
588,147
481,7
551,45
481,93
588,381
588,431
961,211
731,261
778,125
346,8
481,92
676,308
839,2
481,241
676,1991
588,391
885,138
588,31
299,21
416,59
588,292
637,11
413,1001
724,1751
653,11
312,19
253,101
481,15
653,10
839,2
683,571
143,519
413,302
481,137
637,601
650,801
312,19
751,223
588,291
588,31
413,541
751,223
603,3
676,285
299,11
430,112
727,27
588,801
481,1431
588,51
973,69
839,6
312,160
724,282
416,122
751,223
778,84
973,59
590,83
481,7
413,51
253,38
588,801
704,13
839,2
778,183
551,65
281,11
973,69
676,553
253,36
727,48
481,1611
885,29
650,801
551,62
961,61
588,3
588,781
676,285
676,309
730,6
751,223
416,122
845,81
590,1001
676,1
730,6
683,501
637,581
481,15
481,83
253,62
676,355
299,23
650,227
155,121
346,48
845,111
312,19
346,881
481,113
299,11
603,3
430,81
481,113
771,411
885,117
839,2
751,229
139,11
603,3
885,122
588,771
885,138
481,135
676,1141
590,82
481,791
869,521
588,661
676,409
588,751
839,151
737,1940
603,6
724,2501
588,641
430,121
778,183
730,8
961,81
588,116
481,113
885,117
727,37
724,2811
751,230
928,20
481,1071
730,8
322,21
430,112
672,13
990,83
413,302
588,431
885,138
413,501
322,10
588,146
551,62
312,3
676,606
845,101
751,222
743,19
624,1101
156,121
413,501
637,11
845,29
481,113
588,143
885,32
845,81
481,562
416,122
751,471
734,101
730,6
481,442
588,371
683,631
730,114
588,801
885,138
143,579
778,138
281,52
155,121
724,1801
899,71
481,561
281,32
637,531
885,117
388,113
672,50
481,135
885,1081
676,608
588,661
676,314
588,661
672,13
771,4
19,740
590,84
751,223
603,811
885,122
590,391
839,151
481,113
413,1001
751,223
676,226
19,372
312,861
322,21
588,201
481,532
734,101
299,21
778,215
253,17
676,1491
187,14
481,135
481,15
588,491
416,122
885,117
588,431
624,461
676,484
839,6
778,183
973,103
712,1
845,101
653,11
588,116
778,215
885,29
715,251
299,21
961,221
676,1771
734,101
11,2
481,561
961,81
588,291
637,611
778,139
650,4211
676,294
676,1511
423,20
588,661
346,39
481,442
588,1
481,113
413,871
413,1001
715,142
388,108
672,13
839,6
715,86
751,761
551,62
724,1610
312,19
413,491
683,641
676,552
413,501
413,881
751,229
346,8
778,185
839,171
346,7
281,52
637,11
672,14
588,116
21,80
739,1411
413,871
481,7
346,881
481,961
322,20
961,231
624,510
299,31
103,171
155,2
845,34
676,1771
637,531
845,81
637,591
885,144
676,552
724,296
481,7
413,871
588,661
676,285
588,143
715,251
778,183
676,314
481,15
961,231
481,691
778,84
588,1211
730,321
839,2
481,113
346,48
734,101
481,7
653,10
724,216
312,861
299,21
481,16
19,613
778,252
715,86
588,291
676,285
588,781
481,182
734,291
778,139
839,2
676,314
481,24
885,144
653,11
590,32
624,16
885,117
143,604
676,1141
588,781
299,21
729,19
672,13
322,20
588,1211
751,223
481,7
588,291
961,101
481,135
588,801
312,861
771,591
845,24
751,238
885,1081
637,581
588,781
839,2
445,1
312,19
676,288
751,223
346,48
416,59
778,122
21,80
588,661
502,80
775,31
961,231
751,223
590,381
155,1
253,24
481,7
778,138
990,96
885,1081
551,62
839,191
653,11
697,3
676,1340
727,36
724,1801
430,81
676,1141
268,36
155,1
413,27
346,881
751,721
312,12
885,117
551,62
