tozeret_cd,degem_cd
885,1161
588,48
19,642
588,431
312,492
724,37
588,291
481,951
845,101
430,79
413,871
839,3
155,161
253,22
715,8
885,1161
676,569
588,51
920,51
839,3
751,228
588,431
650,132
588,661
502,51
299,19
143,1071
496,9
481,1441
481,7
299,45
588,38
885,1081
728,22
778,215
481,1241
253,65
155,141
817,971
724,5
910,61
751,47
155,161
481,135
416,85
502,51
588,55
299,55
322,20
481,157
253,65
751,47
885,394
155,141
839,31
885,240
588,911
845,5
885,146
481,15
481,135
322,9
588,55
724,279
346,19
194,88
299,55
590,431
676,2091
845,32
237,7
839,41
885,398
731,261
481,442
724,87
845,12
588,621
588,21
839,2
839,41
885,206
676,1631
920,61
430,79
413,1
855,1
839,3
650,743
839,17
845,36
588,811
590,431
281,32
885,15
839,6
253,101
413,491
430,79
143,5
885,206
885,146
299,4
885,15
312,121
590,811
404,29
588,2
312,5
940,56
299,45
388,41
676,148
19,642
481,1241
885,220
778,142
727,2
588,431
885,1161
845,101
32,61
869,141
413,871
312,5
973,13
724,455
727,461
817,87
885,29
845,8
481,642
839,2
404,40
778,166
502,51
730,8
253,21
885,1081
253,65
588,661
590,104
676,314
845,81
312,642
676,1711
481,7
885,50
588,431
778,94
637,481
413,1171
481,7
588,2
637,471
481,15
416,59
413,481
143,1731
885,146
940,56
346,19
751,224
299,55
156,161
551,21
751,47
885,1161
885,398
973,16
346,19
312,5
778,166
730,8
676,314
588,281
253,81
885,1081
845,32
346,19
416,55
143,519
127,1550
839,31
845,81
778,178
724,216
253,101
676,530
299,4
676,314
481,642
731,251
430,79
588,50
885,1081
496,72
155,161
676,148
588,641
588,661
637,481
299,55
187,1
676,314
588,31
346,19
299,55
413,1001
481,157
413,491
502,41
588,752
885,184
676,424
481,15
413,841
885,29
346,19
502,51
299,55
127,1504
817,372
839,31
839,68
676,399
683,9
817,362
481,162
590,511
739,5141
771,421
299,45
253,141
496,63
751,53
637,521
590,631
253,101
724,2501
187,1
155,161
845,32
312,1011
416,124
973,108
885,220
845,81
299,45
481,211
590,431
676,314
817,362
973,108
481,15
312,491
312,641
588,51
312,641
481,8
430,79
650,1711
588,431
299,49
588,55
502,51
32,51
676,374
416,168
299,36
839,17
588,55
481,211
839,41
253,81
739,1552
127,1200
590,32
839,17
430,141
885,1021
650,1711
253,21
590,33
155,161
590,1300
588,4
885,206
588,40
588,49
885,1171
839,3
143,1621
416,154
817,482
588,751
885,208
724,379
481,562
845,101
590,38
481,1241
811,20
676,2091
885,45
588,33
676,2001
413,422
481,22
590,33
413,1191
588,131
481,135
253,65
845,52
481,166
481,211
496,9
588,55
817,362
588,661
253,81
588,431
413,331
727,2
730,14
734,211
730,41
416,121
940,56
299,4
751,281
187,28
481,442
253,21
312,861
672,15
885,29
920,51
885,329
739,1512
722,111
715,86
588,431
724,72
481,162
481,128
845,30
155,21
187,28
845,48
588,751
423,21
588,292
253,21
961,1911
730,8
312,14
301,119
885,1081
724,1850
481,16
299,45
588,181
281,52
839,68
845,48
299,48
734,291
312,111
481,731
268,33
253,21
715,86
496,9
481,600
413,491
730,21
312,141
299,48
388,741
885,206
650,1981
590,104
299,55
413,491
961,121
727,47
322,20
481,166
676,385
588,30
683,631
676,344
885,29
481,211
413,19
361,2361
481,15
312,82
413,491
481,157
322,20
588,201
155,161
731,1
481,15
676,2361
778,18
481,31
299,49
730,8
413,131
155,161
588,941
253,21
481,7
885,1151
590,34
730,11
299,55
502,1
588,55
253,22
490,2
830,73
839,3
588,751
751,53
253,21
817,12
481,61
727,451
430,19
885,45
734,51
778,3
590,511
839,3
676,569
588,30
672,91
650,861
730,21
751,53
32,51
237,28
730,8
481,15
32,131
143,1591
299,47
413,27
588,71
727,29
650,412
715,8
885,1151
253,21
751,571
588,321
739,95
730,8
839,3
588,2
839,3
839,3
885,4
588,181
312,5
312,491
496,56
588,231
322,20
885,29
177,16
590,621
588,811
416,85
299,49
413,871
839,3
839,3
650,1881
388,801
588,15
730,41
676,1991
481,157
481,135
502,51
590,118
751,13
32,111
751,53
588,752
430,5
590,511
731,261
312,491
724,16
312,61
885,365
730,33
299,45
734,51
962,33
839,13
885,357
155,161
481,157
481,15
490,11
19,642
730,41
481,3030
676,1991
885,45
312,491
346,19
481,211
739,5091
885,1081
588,811
253,21
413,1
588,39
730,35
185,101
751,53
155,21
502,1
516,1
253,65
253,21
676,1991
481,211
588,591
312,1041
634,10
299,45
885,357
724,178
751,53
845,52
771,250
751,721
481,642
481,1161
481,1241
516,1
885,365
481,113
817,1241
885,1081
650,861
676,1006
361,114
481,24
730,33
413,184
650,3041
811,20
920,61
885,377
885,345
481,162
676,242
430,17
413,147
155,41
346,19
845,44
481,16
751,53
839,3
299,45
430,19
730,7
712,141
481,1021
751,80
588,2
413,331
839,3
593,432
739,97
481,158
588,431
588,181
502,51
430,78
724,89
155,121
299,32
413,18
715,431
845,16
650,1711
885,345
253,65
845,49
885,1081
404,29
312,642
885,375
839,3
839,3
588,752
885,220
590,431
885,219
588,2
253,141
299,45
839,68
885,1161
885,1021
845,49
650,132
590,26
650,1981
312,14
588,55
676,1991
588,292
778,217
588,2
676,242
481,166
143,1581
839,2
127,1550
413,400
588,2
672,4
155,21
624,500
730,8
481,15
676,414
885,398
588,781
778,124
839,3
730,33
187,27
481,93
413,151
312,5
885,22
253,62
885,206
588,321
839,3
481,741
143,162
590,511
730,8
481,71
430,13
590,431
885,1081
481,61
730,8
722,201
481,135
481,157
253,64
885,208
885,1031
845,5
588,411
268,25
253,64
588,1
253,21
590,118
346,161
143,91
312,5
481,11
885,244
481,162
676,552
778,1221
588,292
739,1962
885,220
885,15
590,28
104,261
588,292
155,161
839,2
413,147
155,121
502,41
839,3
885,359
676,1951
751,80
588,48
588,411
155,121
312,62
430,4041
502,51
885,1021
502,41
588,30
253,62
588,911
778,139
143,1631
299,45
739,2111
253,21
839,3
312,1041
751,64
973,109
413,45
588,39
590,431
961,21
588,661
588,752
885,1081
388,741
481,162
588,11
845,1
312,14
885,1041
588,12
885,106
488,1
481,1161
413,871
590,431
481,442
899,16
885,501
423,9
672,91
588,621
588,1
588,291
839,3
155,61
481,442
413,44
155,61
751,282
885,359
413,8
413,2071
253,101
885,359
811,20
672,5
481,361
885,177
778,138
588,752
590,511
481,731
590,118
588,1
885,152
588,431
885,107
481,442
637,1
885,7
637,521
299,1
845,12
413,184
155,31
590,118
127,1000
751,102
388,511
637,121
588,371
650,493
588,661
676,1631
502,51
817,730
676,254
481,15
885,1171
588,31
416,58
588,772
811,3
346,881
650,362
588,781
322,21
751,481
253,65
19,2791
588,431
502,51
885,152
885,1011
430,9
346,881
637,37
588,136
253,64
301,9
885,152
413,491
187,28
603,26
650,1711
990,49
650,801
845,81
346,19
885,219
778,25
588,181
885,1071
481,179
481,751
590,118
845,81
481,157
590,30
727,29
502,41
650,343
751,53
676,1951
430,112
676,242
730,34
32,52
637,581
588,621
481,113
730,34
590,20
481,128
885,1041
751,53
650,132
253,62
845,111
715,86
155,161
312,1051
722,41
312,62
839,237
496,37
683,311
430,5
590,431
730,321
676,552
253,81
730,49
973,13
155,121
481,71
299,45
413,2071
481,3041
588,292
253,64
885,208
590,511
253,141
588,292
253,64
502,3
776,24
730,49
322,5
588,30
751,721
253,65
139,2
778,157
127,600
322,5
502,51
413,2071
481,562
481,3029
322,21
143,122
676,252
237,28
187,28
481,791
676,183
481,442
312,5
496,4
588,742
845,49
413,491
502,41
683,9
413,491
637,37
676,557
676,553
845,12
676,2431
778,137
845,36
730,8
839,2
312,14
751,442
481,7
143,145
185,101
751,53
237,28
730,35
637,1
413,17
683,3
590,991
885,207
588,136
885,269
724,207
588,741
281,52
590,104
481,162
724,207
299,45
588,742
588,292
676,1771
973,65
346,721
155,121
588,752
430,79
588,281
588,1
502,41
312,491
676,2101
885,207
590,98
502,51
778,138
82,50
481,15
299,48
312,61
845,12
839,17
155,121
778,18
481,137
845,49
416,68
676,2101
155,161
885,19
676,414
920,2
237,28
672,17
839,21
502,51
731,251
481,135
299,7
253,81
751,13
253,31
839,2
481,21
588,33
312,651
430,79
885,375
839,3
730,8
143,1411
253,101
413,321
127,1400
593,460
551,67
588,591
973,4
588,431
155,31
481,7
413,2071
885,192
481,135
413,881
502,51
590,631
322,20
413,1011
496,5
885,1021
253,101
776,12
973,15
885,1171
413,69
885,19
637,59
845,53
588,292
253,21
312,801
322,21
590,27
885,1011
301,119
481,7
299,45
715,431
253,65
496,39
588,781
798,41
739,910
751,53
481,61
588,292
928,55
430,17
588,661
416,85
676,573
839,3
683,561
751,11
588,35
588,811
253,17
771,250
676,349
416,85
481,7
413,651
481,7
704,26
481,8
885,232
676,342
143,621
650,881
481,901
672,5
253,101
253,31
588,292
481,442
155,161
481,15
885,561
730,8
730,6
885,1081
312,14
637,1
672,6
724,1870
416,94
430,1
588,292
430,79
588,751
253,81
404,54
650,1431
839,2
676,409
481,15
481,15
676,559
715,431
676,315
751,471
845,111
481,1241
845,53
676,2101
413,69
590,511
312,651
885,1051
185,91
346,19
481,1261
590,98
346,881
413,157
19,7
413,29
481,11
751,13
730,35
430,13
588,431
481,791
481,162
724,83
187,2
683,631
588,771
704,26
413,8
845,32
588,50
839,17
322,21
299,45
253,81
885,1161
155,121
885,1161
731,6
885,1011
885,1021
312,14
650,743
885,398
430,79
185,91
845,111
676,583
413,331
751,531
413,9
676,557
413,58
155,21
885,1161
676,311
253,62
672,81
416,85
588,292
481,15
672,32
588,48
481,21
885,561
481,31
885,367
312,61
885,1011
839,17
481,7
839,41
588,1
885,48
299,45
676,455
672,36
590,20
727,2
155,21
845,29
839,41
143,941
751,53
155,121
404,30
839,3
778,114
712,3
481,159
481,231
139,600
481,15
588,181
731,5
588,751
715,142
127,1420
187,28
590,431
253,64
312,491
730,21
502,5
481,442
845,8
588,181
502,51
722,41
481,15
676,309
413,56
237,26
253,65
312,861
496,2
845,53
413,67
839,67
