,Unnamed: 0,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,hanaa_nm,automatic_ind,delek_cd,fieldprice_equ,n_model
192,192,מזדה,CX30,PREMIUM,2021,5,5,0,5,4586.0,0,אחודה,2019,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.29999923706055,4000,8.5,204.0,0.0,0.0,13.5,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,0,0,0,0,439.5,179.5,154.0,265.5,430.0,0.0,1561,600,1300,215/55R18,51.0,מקורית + שליטה מההגה,1,0,1,8.8,0,USB,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,1,1,כניסה + הנעה,1,מראות צד + פנים,1,0,1,0,1,יש + Auto Hold,0,0,רגילים,1,זכרון לכוונון המראות,2X4,1,1,0,CX30
193,193,מזדה,CX30,EXECUTIVE,2021,5,5,0,5,4288.0,0,אחודה,2019,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.29999923706055,4000,8.5,204.0,0.0,0.0,13.5,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,0,0,0,0,439.5,179.5,154.0,265.5,430.0,0.0,1561,600,1300,215/55R18,51.0,מקורית + שליטה מההגה,1,0,1,8.8,0,USB,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,בד,0,0,0,LED עם מנגנון הפניה בסיבוב,0,1,1,אחוריים,אחורית,0,1,1,0,כניסה + הנעה,1,מראות פנים,1,0,1,0,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,CX30
194,194,מזדה,CX30,EXECUTIVE,2020,5,5,0,4,3966.0,0,אחודה,2019,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.700000762939453,4000,9.800000190734863,196.0,12.9,17.8,15.6,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,0,0,0,0,439.5,179.5,154.0,265.5,430.0,0.0,1533,600,1300,215/55R18,51.0,מקורית + שליטה מההגה,1,0,1,8.8,0,USB,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,בד,0,0,0,LED עם מנגנון הפניה בסיבוב,0,1,1,אחוריים,אחורית,0,1,1,0,כניסה + הנעה,1,מראות פנים,1,0,1,0,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,CX30
195,195,מזדה,CX30,PREMIUM,2020,5,5,0,4,4512.0,0,אחודה,2019,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.29999923706055,4000,8.5,204.0,12.3,18.2,15.3,0,0,0,0,0,10.0,10.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,0,0,0,0,439.5,179.5,154.0,265.5,430.0,0.0,1561,600,1300,215/55R18,51.0,מקורית + שליטה מההגה,1,0,1,8.8,0,USB,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,1,1,כניסה + הנעה,1,מראות צד + פנים,1,0,1,0,1,יש + Auto Hold,0,0,רגילים,1,זכרון לכוונון המראות,2X4,1,1,0,CX30
196,196,מזדה,CX30,COMFORT,2020,5,5,0,4,3768.0,0,אחודה,2019,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.700000762939453,4000,9.699999809265137,196.0,12.9,17.8,15.6,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,0,0,0,0,439.5,179.5,154.0,265.5,430.0,0.0,1521,600,1300,215/55R18,51.0,מקורית + שליטה מההגה,1,0,1,8.8,0,USB,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,בד,0,0,0,LED,0,1,1,אחוריים,אחורית,0,1,1,0,הנעה בלבד,1,0,1,0,0,0,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,CX30
197,197,מזדה,CX30,COMFORT,2021,5,5,0,4,3842.0,0,אחודה,2019,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.700000762939453,4000,9.699999809265137,196.0,0.0,0.0,13.1,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,0,0,0,0,439.5,179.5,154.0,265.5,430.0,0.0,1521,600,1300,215/55R18,51.0,מקורית + שליטה מההגה,1,0,1,8.8,0,USB,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,בד,0,0,0,LED,0,1,1,אחוריים,אחורית,0,1,1,0,הנעה בלבד,1,0,1,0,0,0,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,CX30
198,198,מזדה,CX30,PREMIUM,2020,5,5,0,4,4313.0,0,אחודה,2019,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.700000762939453,4000,9.800000190734863,196.0,12.9,17.8,15.6,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,0,0,0,0,439.5,179.5,154.0,265.5,430.0,0.0,1533,600,1300,215/55R18,51.0,מקורית + שליטה מההגה,1,0,1,8.8,0,USB,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,1,1,כניסה + הנעה,1,מראות צד + פנים,1,0,1,0,1,יש + Auto Hold,0,0,רגילים,1,זכרון לכוונון המראות,2X4,1,1,0,CX30
199,199,מזדה,CX30,EXECUTIVE,2020,5,5,0,5,4214.0,0,אחודה,2019,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.29999923706055,4000,8.5,204.0,12.3,18.2,15.3,0,0,0,0,0,10.0,10.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,0,0,0,0,439.5,179.5,154.0,265.5,430.0,0.0,1561,600,1300,215/55R18,51.0,מקורית + שליטה מההגה,1,0,1,8.8,0,USB,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,בד,0,0,0,LED עם מנגנון הפניה בסיבוב,0,1,1,אחוריים,אחורית,0,1,1,0,כניסה + הנעה,1,מראות פנים,1,0,1,0,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,CX30
200,200,מזדה,CX30,PREMIUM,2021,5,5,0,5,4388.0,0,אחודה,2019,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.700000762939453,4000,9.800000190734863,196.0,0.0,0.0,13.1,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,7,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,1,1,0,0,0,0,439.5,179.5,154.0,265.5,430.0,0.0,1533,600,1300,215/55R18,51.0,מקורית + שליטה מההגה,1,0,1,8.8,0,USB,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,1,1,כניסה + הנעה,1,מראות צד + פנים,1,0,1,0,1,יש + Auto Hold,0,0,רגילים,1,זכרון לכוונון המראות,2X4,1,1,0,CX30
201,201,מזדה,MX5,,2009,2,2,0,6,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.9000000953674325,218.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,125.5,233.0,150.0,0.0,1173,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
202,202,מזדה,MX5,,2011,2,2,0,5,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.5999999046325675,213.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,124.5,233.0,150.0,0.0,1164,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
203,203,מזדה,MX5,,2012,2,2,0,6,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.9000000953674325,218.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,125.5,233.0,150.0,0.0,1173,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
204,204,מזדה,MX5,,2012,2,2,0,5,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.5999999046325675,213.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,124.5,233.0,150.0,0.0,1164,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
205,205,מזדה,MX5,,2006,2,2,0,5,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.5999999046325675,213.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,124.5,233.0,150.0,0.0,1164,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
206,206,מזדה,MX5,,2007,2,2,0,6,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.9000000953674325,218.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,125.5,233.0,150.0,0.0,1173,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
207,207,מזדה,MX5,,2010,2,2,0,5,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.5999999046325675,213.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,124.5,233.0,150.0,0.0,1164,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
208,208,מזדה,MX5,,2008,2,2,0,6,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.9000000953674325,218.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,125.5,233.0,150.0,0.0,1173,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
209,209,מזדה,MX5,,2008,2,2,0,5,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.5999999046325675,213.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,124.5,233.0,150.0,0.0,1164,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
210,210,מזדה,MX5,,2009,2,2,0,5,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.5999999046325675,213.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,124.5,233.0,150.0,0.0,1164,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
211,211,מזדה,MX5,,2007,2,2,0,5,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.5999999046325675,213.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,124.5,233.0,150.0,0.0,1164,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
212,212,מזדה,MX5,,2006,2,2,0,6,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.9000000953674325,218.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,125.5,233.0,150.0,0.0,1173,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
213,213,מזדה,MX5,,2011,2,2,0,6,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.9000000953674325,218.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,125.5,233.0,150.0,0.0,1173,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
214,214,מזדה,MX5,,2010,2,2,0,6,0.0,0,0,2006,אחורית,ידנית,6,בנזין,4,1998,161,7000,19.200000762939453,5000,7.9000000953674325,218.0,9.5,16.9,12.1,0,0,0,0,0,9.0,אין ציון,ABS + EBD,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5,172.0,125.5,233.0,150.0,0.0,1173,0,0,205/45R17,50.0,מקורית + שליטה מההגה,0,1,0,0.0,0,AUX,0,0,0,2,בקרת אקלים,0,1,ללא,עור,0,מלפנים,0,קסנון,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,0,1,0,5
215,215,מזדה,MX5,,2019,2,2,0,6,0.0,0,0,2014,אחורית,ידנית,6,בנזין,4,1998,183,7000,20.899999618530273,4000,6.5,219.0,11.9,16.9,14.5,0,0,0,0,0,8.0,8.0,ABS + EBD,4,1,1,1,1,1,1,0,0,0,התרעה בלבד,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית, מערכת בלימת חירום אוטונומית כולל בלימה בנסיעה לאחור",391.5,173.5,123.0,231.0,130.0,0.0,1048,0,0,205/45R17,45.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,2,בקרת אקלים,0,1,1,עור,0,מלפנים,0,LED,1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,0,מראות פנים,1,0,0,0,1,0,0,0,רגילים,0,"מערכת עזר לזינוק בעליה, דיפרנציאל מוגבל החלקה, ערכה לתיקון תקר, מערכת שמע מתוצרת BOSE עם 9 רמקולים, מושבי ספורט",2X4,0,1,0,5
216,216,מזדה,MX5,,2018,2,2,0,6,0.0,0,0,2014,אחורית,ידנית,6,בנזין,4,1998,160,6000,20.399999618530273,4600,7.300000190734862,214.0,10.8,18.2,14.5,0,0,0,0,0,10.0,10.0,ABS + EBD,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",391.5,173.5,123.0,231.0,130.0,0.0,1000,0,0,205/45R17,45.0,מקורית + שליטה מההגה,1,0,1,0.0,0,USB + AUX,0,0,0,2,בקרת אקלים,0,1,1,עור,0,מלפנים,0,LED,1,0,0,0,אחורית,0,1,0,0,הנעה בלבד,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,0,1,0,5
217,217,מזדה,MX5,,2021,2,2,0,6,6176.0,0,0,2014,אחורית,ידנית,6,בנזין,4,1998,183,7000,20.899999618530273,4000,6.5,219.0,0.0,0.0,14.2,0,0,0,0,0,9.0,9.0,ABS + EBD,4,1,1,1,1,1,1,0,0,0,התרעה בלבד,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית, מערכת בלימת חירום אוטונומית כולל בלימה בנסיעה לאחור",391.5,173.5,123.0,231.0,130.0,0.0,1048,0,0,205/45R17,45.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,2,בקרת אקלים,0,1,1,עור,0,מלפנים,0,LED,1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,0,מראות פנים,1,0,0,0,1,0,0,0,רגילים,0,"מערכת עזר לזינוק בעליה, דיפרנציאל מוגבל החלקה, ערכה לתיקון תקר, מערכת שמע מתוצרת BOSE עם 9 רמקולים, מושבי ספורט",2X4,0,1,0,5
218,218,מזדה,MX5,,2017,2,2,0,6,0.0,0,0,2014,אחורית,ידנית,6,בנזין,4,1998,160,6000,20.399999618530273,4600,7.300000190734862,214.0,10.8,18.2,14.5,0,0,0,0,0,10.0,10.0,ABS + EBD,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.5,173.5,123.0,231.0,130.0,0.0,1000,0,0,205/45R17,45.0,מקורית + שליטה מההגה,1,0,1,0.0,0,USB + AUX,0,0,0,2,בקרת אקלים,0,1,1,עור,0,מלפנים,0,LED,1,0,0,0,אחורית,0,1,0,0,הנעה בלבד,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,0,1,0,5
219,219,מזדה,MX5,,2015,2,2,0,6,0.0,0,0,2014,אחורית,ידנית,6,בנזין,4,1998,160,6000,20.399999618530273,4600,7.300000190734862,214.0,10.8,18.2,14.5,0,0,0,0,0,9.0,9.0,ABS + EBD,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.5,173.5,123.0,231.0,130.0,0.0,1000,0,0,205/45R17,45.0,מקורית + שליטה מההגה,1,0,1,0.0,0,USB + AUX,0,0,0,2,בקרת אקלים,0,1,1,עור,0,מלפנים,0,LED,1,0,0,0,אחורית,0,1,0,0,הנעה בלבד,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,0,1,0,5
220,220,מזדה,MX5,,2016,2,2,0,6,0.0,0,0,2014,אחורית,ידנית,6,בנזין,4,1998,160,6000,20.399999618530273,4600,7.300000190734862,214.0,10.8,18.2,14.5,0,0,0,0,0,9.0,9.0,ABS + EBD,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.5,173.5,123.0,231.0,130.0,0.0,1000,0,0,205/45R17,45.0,מקורית + שליטה מההגה,1,0,1,0.0,0,USB + AUX,0,0,0,2,בקרת אקלים,0,1,1,עור,0,מלפנים,0,LED,1,0,0,0,אחורית,0,1,0,0,הנעה בלבד,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,0,1,0,5
221,221,מזדה,MX5,,2020,2,2,0,6,6176.0,0,0,2014,אחורית,ידנית,6,בנזין,4,1998,183,7000,20.899999618530273,4000,6.5,219.0,11.9,16.9,14.5,0,0,0,0,0,8.0,8.0,ABS + EBD,4,1,1,1,1,1,1,0,0,0,התרעה בלבד,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית, מערכת בלימת חירום אוטונומית כולל בלימה בנסיעה לאחור",391.5,173.5,123.0,231.0,130.0,0.0,1048,0,0,205/45R17,45.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,2,בקרת אקלים,0,1,1,עור,0,מלפנים,0,LED,1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,0,מראות פנים,1,0,0,0,1,0,0,0,רגילים,0,"מערכת עזר לזינוק בעליה, דיפרנציאל מוגבל החלקה, ערכה לתיקון תקר, מערכת שמע מתוצרת BOSE עם 9 רמקולים, מושבי ספורט",2X4,0,1,0,5
222,222,מזדה,CX5,PREMIUM,2017,5,5,0,6,0.0,0,אחודה,2016,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,5700,26.10000038146973,4000,8.899999618530273,194.0,11.1,15.9,13.7,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,0,היגוי אקטיבי,0,0,1,1,1,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",455.0,184.0,168.0,270.0,442.0,1342.0,1732,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש - לנהג בלבד,0,0,LED,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,"פנסים עוקבי פניה, מערכת שמע משודרגת מבית Bose עם 10 רמקולים, מחשב דרך עם תצוגה מורחבת, גימורי עור ועץ-מתכתי פנימיים",4X4,1,1,0,5
223,223,מזדה,CX5,EXECUTIVE,2021,5,5,0,5,4462.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,0.0,0.0,12.8,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,0,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1640,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש - לנהג בלבד,0,0,LED עם מנגנון הפניה בסיבוב,1,1,1,0,אחורית,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,1,1,1,יש + Auto Hold,0,0,רגילים,0,מסך 7 אינץ' בלוח המחוונים,2X4,1,1,0,5
