tozeret_cd,degem_cd
430,24
312,641
299,1
588,231
727,461
683,491
672,18
683,182
299,54
683,282
127,1000
885,53
683,131
730,86
683,272
114,1252
704,1
185,1
185,1
885,357
683,272
155,2
885,48
299,9
683,282
299,64
806,10
683,292
413,351
730,99
299,62
299,4
312,151
683,272
299,4
869,18
588,772
683,2
185,1
299,63
885,357
361,9
683,81
185,1
676,228
683,901
152,42
683,282
683,551
413,91
413,59
676,292
155,21
683,181
185,1
139,600
388,27
185,1
593,532
683,901
637,132
603,7
603,12
683,182
683,901
299,4
430,23
724,93
683,272
885,357
683,272
413,8200
346,8
683,71
185,1
676,183
312,14
728,35
312,451
299,64
603,59
724,372
730,311
299,9
734,291
185,1
683,901
672,19
322,4
185,1
416,33
683,901
590,96
731,191
637,211
869,421
727,1
312,491
885,52
299,9
730,311
413,241
155,21
593,19
346,9
683,272
127,1000
588,321
103,231
299,8
637,112
301,198
672,130
413,248
672,130
413,249
413,248
672,130
672,130
672,130
413,248
413,249
416,192
672,130
413,223
839,277
416,187
413,248
672,130
413,249
672,111
404,289
672,130
672,130
839,234
885,396
187,60
187,60
187,60
885,396
672,130
672,130
672,130
413,248
839,237
672,130
416,192
416,192
413,252
672,130
413,252
672,130
413,248
672,130
672,130
672,131
672,131
187,62
413,216
187,60
672,111
413,248
672,130
413,246
672,130
413,248
672,130
672,130
672,130
839,277
885,398
885,398
672,130
839,277
413,248
885,418
413,249
885,398
490,32
416,180
416,192
490,32
413,247
885,437
885,398
885,438
885,438
885,396
416,188
413,249
885,438
413,209
416,194
416,190
413,248
305,3
404,259
885,438
885,396
885,418
885,396
885,406
885,406
885,406
885,406
430,118
430,118
885,406
885,406
885,406
885,406
490,32
885,406
885,406
885,406
885,406
885,406
885,406
885,406
413,249
416,188
490,32
416,188
416,188
490,32
416,188
413,247
416,192
490,31
416,192
885,438
885,438
885,438
885,438
416,192
490,32
490,31
413,209
416,188
490,32
885,357
885,436
416,192
416,192
416,192
885,438
490,32
416,194
416,188
416,188
413,252
416,188
413,248
416,188
416,192
413,223
416,146
672,111
416,180
416,180
413,213
490,32
416,180
404,275
839,234
416,180
416,180
885,437
413,219
885,408
187,59
416,180
413,253
672,111
416,180
416,180
885,438
885,418
416,172
416,180
885,438
885,438
404,208
885,398
885,438
885,437
885,398
885,418
885,418
413,247
885,396
885,418
490,31
672,111
416,188
416,190
416,154
885,438
885,438
885,438
885,438
885,438
416,188
413,223
416,180
885,418
885,396
423,50
676,1075
380,4
676,1085
423,49
778,443
423,50
778,413
299,63
778,443
724,472
676,1107
724,474
778,439
724,472
676,1075
676,1083
778,443
19,975
990,183
778,443
724,475
724,472
299,63
19,975
778,443
778,443
778,443
423,49
676,1077
676,1076
676,1123
990,186
19,1001
423,49
778,443
724,472
724,472
676,1136
299,65
724,468
990,203
676,938
724,473
299,65
299,65
299,65
727,87
268,89
551,103
19,1000
990,203
19,1004
676,1077
19,995
676,1123
676,1077
19,1000
322,13
676,1084
299,63
778,443
778,413
676,1122
299,62
778,439
423,49
778,443
778,438
423,49
778,443
778,443
778,439
676,1065
676,1065
299,73
724,473
299,65
990,181
299,65
283,64
778,438
990,203
19,975
676,1123
676,1134
676,1077
423,50
683,22
778,439
322,13
990,184
778,444
423,49
727,94
299,73
19,995
423,50
778,443
778,443
21,156
299,73
683,16
19,969
676,1119
724,467
551,102
301,112
683,23
676,1075
683,22
676,1113
322,13
152,173
593,1719
941,963
197,51
830,220
593,1848
830,220
830,220
941,964
299,63
941,963
593,2068
830,220
990,230
990,230
593,2068
990,230
481,188
845,46
481,188
845,49
481,188
253,80
253,76
845,49
253,76
253,79
845,49
481,179
845,49
845,56
481,203
481,203
839,119
839,109
839,109
839,109
253,76
839,109
253,76
253,76
253,75
253,75
253,78
253,80
253,76
839,116
253,78
481,182
481,182
481,182
481,182
839,109
481,182
839,193
845,46
481,203
839,132
481,182
481,182
481,182
839,109
839,109
839,109
839,109
839,109
481,182
839,109
481,182
839,109
481,182
839,132
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,182
299,9
683,81
683,901
299,4
185,1
588,292
683,901
299,53
885,357
127,1000
727,730
683,901
885,52
683,11
590,62
731,81
885,357
155,21
683,901
885,357
299,4
734,291
185,41
683,901
839,18
683,491
683,491
603,7
637,112
139,600
590,98
155,21
672,16
299,62
683,551
637,42
676,206
413,200
185,1
590,98
603,808
185,1
346,12
683,2
603,807
806,3
885,52
544,5
155,21
155,21
588,171
185,1
728,35
155,2
683,71
185,1
590,98
19,296
869,72
683,551
683,272
593,19
590,62
588,292
413,100
683,51
672,130
416,180
413,252
672,130
672,130
187,60
672,111
672,131
404,275
672,130
672,130
672,111
885,398
672,130
672,130
413,248
672,130
413,248
672,130
672,130
672,130
672,130
885,418
672,130
839,234
672,130
305,3
305,3
413,213
672,110
413,253
672,130
413,222
672,130
413,223
413,247
672,111
672,111
187,60
672,131
672,130
672,131
416,192
839,237
672,130
672,131
413,249
885,438
672,130
672,130
885,438
413,247
672,111
672,130
839,277
885,418
672,130
885,406
885,406
672,111
672,130
416,188
672,130
672,130
413,216
590,127
885,6
885,6
590,137
885,6
778,407
778,407
885,6
590,137
778,412
778,412
590,137
19,885
590,132
676,988
676,988
590,119
676,988
590,119
885,530
676,997
590,137
885,550
590,136
590,137
778,407
676,993
590,135
727,78
676,993
590,136
283,54
590,119
19,883
885,530
19,884
603,14
676,984
590,119
590,119
778,349
676,997
724,808
990,175
590,133
590,119
590,132
590,127
885,537
885,537
885,537
885,537
885,537
885,537
885,537
990,157
590,107
676,988
885,6
603,57
778,412
590,119
590,127
778,407
778,405
990,230
990,230
152,173
593,1685
593,2577
593,2577
593,1685
593,1685
593,2068
593,2822
299,63
941,1008
941,1008
152,130
593,1869
990,230
152,129
593,2659
683,23
683,17
299,65
593,1695
143,1298
593,1650
32,360
593,1695
728,127
299,63
299,63
683,22
775,52
728,127
683,17
299,63
299,62
683,17
775,49
299,63
299,63
322,13
322,13
722,400
683,16
322,13
299,73
299,63
322,13
683,17
588,268
588,280
139,39
588,247
380,4
588,238
588,273
588,264
322,13
143,977
143,977
730,127
322,13
588,232
139,38
588,232
588,238
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,203
481,203
481,182
481,203
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,182
845,49
481,188
481,203
481,203
481,203
481,203
481,203
481,203
481,203
845,49
481,182
481,182
481,182
481,182
839,140
481,182
481,182
839,140
481,182
481,182
481,182
839,140
481,182
481,182
481,182
839,140
481,182
481,182
481,182
481,182
481,182
481,182
481,182
481,162
481,188
845,56
845,56
845,56
481,188
143,1007
481,188
413,219
885,438
413,209
885,402
885,438
839,233
305,1
305,1
413,247
305,1
413,252
490,32
413,223
305,1
413,248
672,111
413,223
413,223
885,398
885,398
404,284
416,192
416,188
413,249
885,357
885,357
885,406
416,188
416,188
416,188
416,188
413,253
416,188
413,213
416,188
839,234
416,188
839,277
404,275
885,357
413,216
404,276
413,216
672,111
712,8
672,111
413,219
712,8
672,111
885,438
490,31
416,192
488,185
490,32
885,438
839,277
885,438
885,438
885,438
885,438
490,32
672,111
672,111
416,188
672,111
672,130
416,188
413,247
839,277
490,32
488,185
416,188
885,438
672,130
413,219
672,130
672,130
672,130
416,192
839,277
672,115
672,130
413,248
672,130
672,130
885,428
672,130
672,130
413,222
885,418
672,130
839,277
416,188
413,248
672,130
672,131
672,131
672,111
672,130
