tozeret_cd,degem_cd
771,178
840,64
650,394
588,400
751,314
481,49
650,413
676,615
588,89
481,162
751,314
637,1
676,646
650,419
751,28
751,314
322,13
751,314
751,313
253,79
603,812
778,318
413,881
650,394
751,313
481,7
778,299
650,422
653,4
981,57
481,157
751,314
845,53
672,35
751,313
299,73
751,314
481,189
940,59
301,238
481,7
981,62
650,419
724,316
637,1
981,57
253,78
751,58
751,314
751,328
845,62
676,485
588,31
676,455
840,64
845,62
751,314
650,158
961,139
672,70
751,313
739,117
676,626
253,65
778,297
771,351
751,143
751,313
423,61
650,422
730,8
751,314
481,51
672,62
724,2142
751,313
928,76
481,256
114,1252
724,525
637,133
751,313
778,517
839,64
751,313
423,61
423,61
672,62
590,104
751,313
624,112
253,99
637,146
778,299
114,2272
778,534
730,8
351,96
676,478
413,442
940,146
751,314
299,73
724,624
778,515
885,438
739,85
778,517
624,127
885,438
637,134
481,15
885,396
675,6
637,481
676,1404
413,249
676,1345
593,19
637,149
885,438
19,1073
481,15
990,250
839,38
653,3
885,1041
637,142
839,64
751,123
751,314
413,223
778,495
724,705
973,6
885,438
724,334
727,48
588,292
778,299
413,651
590,104
839,64
650,134
990,99
778,178
839,64
301,232
413,74
185,71
778,293
845,77
299,41
778,299
299,73
724,337
885,438
588,86
413,223
637,481
588,801
771,250
413,871
751,109
490,31
299,61
185,9
771,196
885,398
253,65
416,194
388,69
683,341
751,54
940,54
778,178
380,4
481,561
590,104
413,252
413,641
593,537
413,881
416,188
637,148
730,8
413,2071
481,182
839,64
839,64
771,249
778,252
771,219
676,706
869,107
885,38
416,188
74,128
650,394
751,33
676,1415
413,247
177,45
322,13
806,80
771,250
32,113
771,250
74,117
590,480
481,182
488,22
416,188
413,302
676,1368
413,213
74,152
778,503
869,58
481,182
413,253
299,73
839,64
715,105
683,21
177,53
839,64
724,545
299,64
940,54
74,118
845,72
416,188
778,494
588,371
416,188
751,56
413,871
624,118
74,157
299,61
672,130
481,15
74,118
481,441
416,188
496,68
730,35
416,188
869,70
481,15
416,188
416,122
177,48
416,188
416,188
588,742
650,414
413,248
253,76
312,861
413,223
253,76
305,3
869,72
885,398
253,76
253,76
869,97
885,398
590,104
650,422
413,219
869,106
588,311
253,76
299,2
413,248
346,23
839,2
74,118
593,539
481,71
451,1
253,76
593,1691
737,103
253,76
674,6
19,1137
253,76
74,172
253,76
672,62
739,115
624,118
885,37
798,185
839,64
869,106
253,76
672,62
413,881
413,219
253,76
940,78
885,438
730,35
653,3
845,53
839,64
253,76
253,76
253,76
253,76
588,231
253,97
253,76
481,211
253,76
653,2
253,97
253,75
253,75
751,27
253,75
672,38
751,58
650,419
588,292
724,1802
253,75
839,53
253,75
647,5
253,75
253,99
19,558
322,13
413,223
650,394
590,104
481,7
253,75
481,15
653,2
177,53
177,56
253,75
973,92
869,70
650,425
177,46
481,31
650,394
737,99
253,75
177,46
885,1051
253,75
817,56
346,12
253,75
253,75
177,49
346,23
253,78
737,104
