,tozeret_cd,tozar,kinuy_mishari,ramat_gimur,shnat_yitzur,degem_cd,kvuzat_agra_cd,nefah_manoa,mishkal_kolel,gova,hanaa_cd,hanaa_nm,automatic_ind,mispar_halonot_hashmal,halon_bagg_ind,galgaley_sagsoget_kala_ind,argaz_ind,merkav,sug_degem,delek_cd,delek_nm,mispar_dlatot,koah_sus,mispar_moshavim,bakarat_yatzivut_ind,kosher_grira_im_blamim,kosher_grira_bli_blamim,technologiat_hanaa_cd,technologiat_hanaa_nm,bakarat_stiya_menativ_ind,bakarat_stiya_menativ_makor_hatkana,nitur_merhak_milfanim_ind,nitur_merhak_milfanim_makor_hatkana,zihuy_beshetah_nistar_ind,bakarat_shyut_adaptivit_ind,zihuy_holchey_regel_ind,zihuy_holchey_regel_makor_hatkana,maarechet_ezer_labalam_ind,matzlemat_reverse_ind,hayshaney_lahatz_avir_batzmigim_ind,hayshaney_hagorot_ind,teura_automatit_benesiya_kadima_ind,shlita_automatit_beorot_gvohim_ind,shlita_automatit_beorot_gvohim_makor_hatkana,zihuy_matzav_hitkarvut_mesukenet_ind,zihuy_tamrurey_tnua_ind,zihuy_rechev_do_galgali,zihuy_tamrurey_tnua_makor_hatkana,bakarat_stiya_activ_s,blima_otomatit_nesia_leahor,bakarat_mehirut_isa,n_model
10,139,מזדה,BT 50,DX,2007,14,5,2500,3040,175.0,3.0,4X4,1,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1500,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
11,139,מזדה,BT 50,DX,2008,14,5,2500,3040,175.0,3.0,4X4,1,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1500,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
12,139,מזדה,BT 50,DX,2009,14,5,2500,3040,175.0,3.0,4X4,1,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1500,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
13,139,מזדה,BT-50,DX,2008,15,5,2500,2980,175.0,3.0,4X4,0,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
14,139,מזדה,BT-50,DX,2009,15,5,2500,2980,175.0,3.0,4X4,0,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
15,139,מזדה,BT-50,DX,2010,15,5,2500,2980,175.0,3.0,4X4,0,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
16,139,מזדה,BT-50,DX,2008,16,5,2500,2995,175.0,3.0,4X4,1,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1500,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
17,139,מזדה,BT-50,DX,2009,16,5,2500,2995,175.0,3.0,4X4,1,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1500,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
18,139,מזדה,BT-50,DX,2010,16,6,2500,2995,175.0,3.0,4X4,1,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1500,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
19,139,מזדה,BT-50,DLX,2009,17,5,2500,2870,163.0,1.0,4X2,1,4,0,1,0,תא כפול,M,2,דיזל,4,143,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
20,139,מזדה,BT-50,DLX,2010,17,5,2500,2870,163.0,1.0,4X2,1,4,0,1,0,תא כפול,M,2,דיזל,4,143,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
21,139,מזדה,BT 50,DX,2007,20,4,2500,2855,163.0,1.0,4X2,0,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
22,139,מזדה,BT 50,DX,2007,21,4,2500,2855,163.0,1.0,4X2,0,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
23,139,מזדה,BT 50,DX,2008,21,4,2500,2855,163.0,1.0,4X2,0,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
24,139,מזדה,BT 50,DX,2009,21,4,2500,2855,163.0,1.0,4X2,0,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
25,139,מזדה,BT 50,DX,2010,21,5,2500,2855,163.0,1.0,4X2,0,4,0,0,0,תא כפול,M,2,דיזל,4,143,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
26,139,מזדה,BT-50,DLX,2009,22,6,2953,2995,176.0,3.0,4X4,1,4,0,1,0,תא כפול,M,2,דיזל,4,156,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
27,139,מזדה,BT-50,DLX,2010,22,6,2953,2995,176.0,3.0,4X4,1,4,0,1,0,תא כפול,M,2,דיזל,4,156,5,0,1600,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,BT50
38,588,מזדה,MPV,KARAKURI,2005,50,5,2967,2390,175.0,1.0,4X2,1,4,1,1,0,MPV,M,1,בנזין,5,197,6,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,MPV
39,588,מזדה,MPV,KARAKURI,2006,50,5,2967,2390,175.0,1.0,4X2,1,4,1,1,0,MPV,M,1,בנזין,5,197,6,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,MPV
40,588,מזדה,MPV,KARAKURI,2007,50,5,2967,2390,175.0,1.0,4X2,1,4,1,1,0,MPV,M,1,בנזין,5,197,6,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,MPV
41,588,מזדה,MPV,KARAKURI,2007,51,5,2967,2390,175.0,1.0,4X2,1,4,1,1,0,MPV,M,1,בנזין,5,197,6,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,MPV
45,588,מזדה,MPV,MPV,2004,400,5,2967,2395,175.0,1.0,4X2,1,4,1,1,0,MPV,M,1,בנזין,5,197,6,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,MPV
46,588,מזדה,MPV,MPV,2005,400,5,2967,2395,175.0,1.0,4X2,1,4,1,1,0,MPV,M,1,בנזין,5,197,6,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,MPV
47,139,מזדה,MAZDA 2,DYNAMIC,2010,1,2,1498,1030,,1.0,4X2,1,4,0,0,0,סדאן,P,1,בנזין,4,103,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,0,0,0,0,,0,0,0,,0,0,0,2
48,139,מזדה,MAZDA 2,DYNAMIC,2011,1,2,1498,1030,,1.0,4X2,1,4,0,0,0,סדאן,P,1,בנזין,4,103,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,0,0,0,0,,0,0,0,,0,0,0,2
49,139,מזדה,MAZDA 2,DYNAMIC,2012,1,2,1498,1030,,1.0,4X2,1,4,0,0,0,סדאן,P,1,בנזין,4,103,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,0,0,0,0,,0,0,0,,0,0,0,2
50,139,מזדה,MAZDA 2,DYNAMIC,2013,1,2,1498,1030,,1.0,4X2,1,4,0,0,0,סדאן,P,1,בנזין,4,103,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,0,0,0,0,,0,0,0,,0,0,0,2
51,139,מזדה,MAZDA 2,ACTIVE,2010,2,2,1498,1030,,1.0,4X2,1,4,0,0,0,סדאן,P,1,בנזין,4,103,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,0,0,0,0,,0,0,0,,0,0,0,2
52,139,מזדה,MAZDA 2,ACTIVE,2011,2,2,1498,1030,,1.0,4X2,1,4,0,0,0,סדאן,P,1,בנזין,4,103,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,0,0,0,0,,0,0,0,,0,0,0,2
53,139,מזדה,MAZDA 2,ACTIVE,2012,2,2,1498,1030,,1.0,4X2,1,4,0,0,0,סדאן,P,1,בנזין,4,103,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,0,0,0,0,,0,0,0,,0,0,0,2
54,139,מזדה,MAZDA 2,ACTIVE,2013,2,2,1498,1030,,1.0,4X2,1,4,0,0,0,סדאן,P,1,בנזין,4,103,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,0,0,0,0,0,,0,0,0,,0,0,0,2
55,139,מזדה,MAZDA 2,ACTIVE,2015,3,1,1496,1520,,1.0,4X2,1,4,0,0,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,0,0,,0,0,0,,0,0,0,2
56,139,מזדה,MAZDA 2,ACTIVE,2016,3,1,1496,1520,,1.0,4X2,1,4,0,0,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,0,0,,0,0,0,,0,0,0,2
57,139,מזדה,MAZDA 2,ACTIVE,2017,3,1,1496,1520,,1.0,4X2,1,4,0,0,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,0,0,,0,0,0,,0,0,0,2
58,139,מזדה,MAZDA 2,DYNAMIC,2015,4,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,0,2
59,139,מזדה,MAZDA 2,PURE WHITE,2015,5,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,0,2
60,139,מזדה,MAZDA 2,DEMIO COMF,2015,6,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,0,2
61,139,מזדה,MAZDA 2,DEMIO PURE B,2015,7,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,0,2
62,139,מזדה,MAZDA 2,ACTIVE,2015,8,1,1496,1520,,1.0,4X2,1,4,0,0,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,0,0,,1,0,0,,0,0,0,2
63,139,מזדה,MAZDA 2,DYNAMIC,2015,9,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
64,139,מזדה,MAZDA 2,DYNAMIC,2016,9,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
65,139,מזדה,MAZDA 2,DYNAMIC,2017,9,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
66,139,מזדה,MAZDA 2,DYNAMIC,2018,9,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
67,139,מזדה,MAZDA 2,PURE WHITE,2015,10,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
68,139,מזדה,MAZDA 2,PURE WHITE,2016,10,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
69,139,מזדה,MAZDA 2,PURE WHITE,2017,10,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
70,139,מזדה,MAZDA 2,DEMIO COMF,2015,11,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
71,139,מזדה,MAZDA 2,DEMIO COMF,2016,11,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
72,139,מזדה,MAZDA 2,DEMIO COMF,2017,11,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
73,139,מזדה,MAZDA 2,DEMIO PURE B,2015,12,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
74,139,מזדה,MAZDA 2,DEMIO PURE B,2016,12,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
75,139,מזדה,MAZDA 2,DEMIO PURE B,2017,12,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
76,139,מזדה,MAZDA 2,SPORT,2015,13,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
77,139,מזדה,MAZDA 2,SPORT,2016,13,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
78,139,מזדה,MAZDA 2,SPORT,2016,14,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
79,139,מזדה,MAZDA 2,SPORT,2017,14,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,535,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
80,139,מזדה,MAZDA 2,DYNAMIC,2017,15,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
81,139,מזדה,MAZDA 2,SPORT,2017,16,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,0,0,,הנעה רגילה,1,יצרן,0,,1,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
82,139,מזדה,MAZDA 2,DYNAMIC,2017,17,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
83,139,מזדה,MAZDA 2,DYNAMIC,2018,17,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
84,139,מזדה,MAZDA 2,DYNAMIC,2019,17,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
85,139,מזדה,MAZDA 2,PURE WHITE,2017,18,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,1,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
86,139,מזדה,MAZDA 2,PURE WHITE,2018,18,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,1,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
87,139,מזדה,MAZDA 2,PURE WHITE,2019,18,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,1,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
88,139,מזדה,MAZDA 2,SPORT,2017,19,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,1,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
89,139,מזדה,MAZDA 2,SPORT,2018,19,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,1,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
90,139,מזדה,MAZDA 2,DYNAMIC RED,2017,20,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
91,139,מזדה,MAZDA 2,DYNAMIC RED,2018,20,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
92,139,מזדה,MAZDA 2,DEMIO COMF,2017,21,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
93,139,מזדה,MAZDA 2,DEMIO COMF,2018,21,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
94,139,מזדה,MAZDA 2,DEMIO PURE B,2017,22,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,1,מקומי,1,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
95,139,מזדה,MAZDA 2,DEMIO PURE B,2018,22,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,1,יצרן,1,מקומי,1,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
96,139,מזדה,MAZDA 2,ACTIVE,2017,23,1,1496,1520,,1.0,4X2,1,4,0,0,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,מקומי,1,מקומי,0,0,1,מקומי,1,0,1,1,0,0,,0,1,1,מקומי,0,0,0,2
97,139,מזדה,MAZDA 2,ACTIVE,2018,23,1,1496,1520,,1.0,4X2,1,4,0,0,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,מקומי,1,מקומי,0,0,1,מקומי,1,0,1,1,0,0,,0,1,1,מקומי,0,0,0,2
98,139,מזדה,MAZDA 2,DYNAMIC,2017,24,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
99,139,מזדה,MAZDA 2,DYNAMIC,2018,24,2,1496,1520,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,112,5,1,750,540,,הנעה רגילה,1,יצרן,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
100,139,מזדה,MAZDA 2,DEMIO COMF,2017,25,2,1496,1536,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,112,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,1,0,0,,1,0,0,,0,0,0,2
101,139,מזדה,MAZDA 2,DYNAMIC,2018,26,2,1496,1524,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,116,5,0,750,540,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
102,139,מזדה,MAZDA 2,DYNAMIC RED,2018,27,2,1496,1524,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,116,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
103,139,מזדה,MAZDA 2,DYNAMIC RED,2019,27,2,1496,1524,,1.0,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,116,5,1,750,540,,הנעה רגילה,1,יצרן,1,מקומי,0,0,1,מקומי,1,1,1,1,0,0,,1,1,1,מקומי,0,0,0,2
