tozeret_cd,degem_cd
676,769
481,182
676,705
299,88
588,182
683,272
312,73
778,322
481,182
481,165
413,168
588,182
839,53
885,514
361,168
413,122
817,202
973,17
481,182
683,57
155,21
253,97
481,182
588,268
588,182
734,291
253,97
312,65
481,182
839,60
845,49
346,99
588,279
845,49
676,676
839,60
676,676
361,169
413,155
683,131
855,52
312,75
588,267
839,60
588,182
185,41
885,502
588,267
416,197
683,641
676,618
279,18
312,74
845,49
743,49
588,182
279,21
588,273
731,201
588,182
885,463
481,189
885,438
817,188
588,273
299,4
268,61
155,61
423,20
676,618
185,41
361,168
481,188
388,257
845,94
778,274
588,182
778,255
588,273
683,57
739,262
588,273
588,194
869,63
743,49
253,76
143,762
845,94
279,19
187,48
283,17
683,57
885,514
253,76
588,273
283,39
885,438
588,273
676,766
683,282
845,73
388,274
588,273
416,224
185,41
588,273
388,274
416,224
588,273
676,618
839,114
588,273
416,224
588,273
676,694
299,90
845,49
588,273
885,438
588,273
416,224
588,205
253,79
312,76
885,438
734,36
404,145
676,618
416,216
299,89
588,249
676,618
603,77
885,438
588,249
305,4
312,65
839,3
187,37
305,3
413,155
588,188
839,65
312,65
885,514
139,18
588,249
481,179
312,73
305,3
139,17
588,249
839,65
588,249
839,64
127,220
676,618
743,49
312,74
299,89
571,29
299,89
305,3
839,114
778,258
299,88
481,308
237,44
481,189
481,182
423,18
21,102
305,1
481,182
676,688
481,182
676,688
187,45
588,249
771,66
312,76
676,766
346,100
588,249
226,3
588,249
672,48
676,622
676,766
588,107
588,256
676,622
676,775
885,507
253,78
676,667
885,508
299,92
676,618
778,322
312,74
885,466
588,114
490,19
676,618
885,502
253,78
346,104
481,158
724,373
590,230
676,688
253,80
676,689
21,108
885,514
676,774
724,296
683,551
885,514
990,128
588,267
676,656
416,192
299,88
299,4
676,678
683,282
346,105
299,88
676,789
771,45
845,94
237,49
968,34
299,89
416,192
588,267
155,21
739,262
299,92
588,267
845,56
416,192
845,56
588,203
722,285
588,267
676,622
885,502
588,202
312,73
590,230
312,73
481,179
683,52
481,182
19,656
299,88
839,60
683,491
676,665
299,89
185,41
778,283
279,21
728,82
839,17
388,297
676,618
775,34
279,21
481,182
588,267
481,182
139,37
416,192
139,37
885,514
413,123
361,179
588,181
481,182
416,192
139,37
704,27
481,182
885,514
413,135
416,197
775,37
839,156
728,82
481,182
728,80
481,182
404,219
139,37
728,80
416,197
481,182
139,37
778,296
728,82
416,197
279,21
885,506
299,88
676,615
346,99
885,398
413,125
676,766
413,125
778,322
481,182
778,322
481,182
481,182
676,615
885,514
481,182
839,64
839,54
676,617
299,88
481,182
839,156
715,95
778,293
416,187
299,88
268,60
299,88
724,216
416,197
481,182
413,122
301,80
839,53
885,502
481,182
724,369
778,256
672,48
481,188
299,88
416,197
299,88
588,279
845,38
19,866
155,41
139,18
778,303
734,291
885,463
32,229
683,272
430,74
404,155
416,197
322,20
253,99
19,744
588,269
885,507
676,766
704,24
283,17
588,267
253,99
722,216
481,189
588,267
724,7009
839,32
676,455
413,97
724,378
588,267
910,46
588,269
283,34
839,66
299,88
676,622
19,852
19,961
416,197
299,88
734,291
416,197
299,88
676,618
299,88
481,182
676,618
299,88
672,48
724,329
299,88
490,19
416,197
676,618
839,17
299,88
268,62
490,20
416,146
676,666
839,64
683,491
588,249
845,56
683,272
588,279
845,56
839,64
672,84
416,197
839,64
724,362
676,668
299,88
990,67
588,267
676,668
885,38
676,668
416,197
603,3
676,668
683,551
588,279
683,171
253,99
19,855
253,79
416,197
299,88
676,625
676,489
771,66
743,48
404,140
839,54
19,700
715,86
404,177
676,455
885,495
845,54
676,455
416,197
413,94
676,622
588,244
676,636
676,618
416,223
845,49
676,668
845,53
299,88
416,197
404,156
430,69
676,668
885,466
839,53
885,463
423,28
299,88
683,491
279,21
676,668
885,502
603,3
676,668
481,189
416,197
676,668
588,202
416,197
676,615
839,66
416,188
839,66
416,188
676,615
839,66
253,99
778,317
481,182
416,197
253,99
299,88
416,180
21,118
885,438
283,41
676,618
283,18
869,19
413,8511
676,548
299,88
839,66
724,373
676,668
839,66
187,47
299,88
588,279
672,80
885,438
839,64
588,21
885,438
672,49
885,502
839,53
676,625
253,80
839,65
496,75
21,104
588,292
588,202
724,377
771,66
885,418
778,253
588,273
683,262
839,53
676,667
299,88
588,292
299,88
676,668
885,398
715,86
885,466
588,203
283,18
672,79
185,11
413,152
676,618
299,88
481,182
588,292
845,74
588,195
481,182
588,273
299,88
416,146
839,65
299,88
683,173
839,53
237,49
588,183
676,669
299,88
588,279
676,622
481,182
739,248
683,551
839,32
683,901
885,466
279,21
299,9
885,463
299,88
279,21
588,279
279,21
299,88
724,364
683,272
588,244
588,292
416,192
299,88
778,293
676,643
724,373
413,167
114,2771
845,49
771,66
588,279
416,197
430,69
885,514
839,53
139,17
885,466
299,88
778,253
724,297
885,463
481,182
712,17
672,48
299,88
155,21
588,182
299,32
588,202
778,322
139,37
413,49
299,89
253,99
416,84
139,37
778,315
839,1
139,37
845,74
413,493
839,65
19,784
676,676
139,37
743,49
676,627
187,39
676,615
839,53
676,1991
676,669
430,39
413,150
676,668
676,615
676,688
413,125
676,615
19,788
839,53
676,668
676,689
676,409
588,267
588,267
588,267
778,314
704,26
778,314
885,438
404,122
301,232
588,267
817,91
778,299
778,317
739,259
676,656
588,267
739,245
588,267
676,674
778,329
676,618
839,53
739,245
676,668
416,85
739,249
676,618
778,317
672,72
778,256
488,1
739,249
588,273
778,293
739,249
588,273
751,46
739,249
778,294
413,124
739,266
423,24
588,249
416,197
739,249
588,249
676,618
739,249
739,249
676,618
739,249
885,502
676,618
676,653
416,188
676,678
676,689
885,434
676,714
676,455
496,156
778,276
778,314
676,668
413,42
704,27
885,440
650,1561
268,49
885,466
730,42
19,754
268,61
676,669
973,7
416,224
19,859
423,22
299,27
730,130
730,130
885,505
885,428
312,73
845,74
845,74
299,89
361,177
481,182
676,617
588,202
588,202
413,167
676,673
588,202
885,1151
481,182
676,455
676,676
481,182
481,179
253,97
683,52
588,40
253,97
312,73
346,19
299,89
481,182
413,167
588,202
416,197
139,17
676,772
683,22
683,22
279,21
139,17
885,502
299,88
283,18
551,77
299,88
430,18
299,88
268,62
885,506
416,85
299,88
268,62
590,104
416,210
299,88
481,191
885,398
299,88
283,34
413,167
885,507
299,88
481,182
676,705
299,88
413,167
299,88
253,96
885,506
299,88
481,182
885,466
139,17
299,88
416,203
481,305
299,88
253,99
299,88
139,17
413,167
885,506
845,111
683,52
413,167
885,398
299,88
603,14
488,83
885,5
299,88
253,100
590,104
299,88
416,222
603,13
590,118
885,466
869,19
571,22
590,118
885,502
603,12
676,728
885,438
683,272
413,173
590,114
593,19
590,118
588,171
885,409
590,118
683,272
885,398
590,118
683,901
885,398
845,95
588,801
885,398
637,191
885,398
590,114
683,21
885,398
187,48
839,17
885,512
312,151
885,418
253,97
683,491
672,79
588,51
885,479
683,272
346,19
885,479
839,156
127,1000
672,91
885,479
346,8
885,479
430,79
253,66
361,121
885,479
299,27
603,60
683,272
990,128
839,90
885,452
516,25
778,296
724,318
739,249
839,90
676,643
279,19
312,73
590,107
268,59
676,615
590,118
312,66
590,118
21,118
312,76
590,115
676,667
312,76
603,12
676,669
312,66
413,512
590,114
279,21
676,704
143,1592
590,114
423,28
312,76
593,416
845,74
778,315
312,76
590,114
496,67
885,479
593,4
739,259
845,74
312,151
778,317
496,67
683,182
279,21
279,21
312,642
423,29
683,272
430,112
676,708
683,11
676,559
676,687
683,491
751,57
676,687
730,130
588,292
299,32
676,687
899,9
312,141
413,122
885,479
730,130
885,479
730,130
588,292
187,34
885,479
907,51
885,479
588,267
299,7
885,479
730,91
885,479
839,74
885,479
185,11
588,267
413,493
885,479
588,238
885,479
885,479
92,30
413,87
885,479
683,272
588,253
885,479
590,221
839,90
588,1211
845,74
312,76
299,88
637,181
588,267
299,88
588,267
299,89
588,267
771,54
839,75
683,173
139,17
312,5
516,1
299,88
771,66
751,56
139,17
404,159
299,59
299,89
481,182
588,267
676,242
139,17
413,422
845,74
299,89
312,76
724,302
299,88
845,74
676,615
299,88
724,317
299,88
778,325
676,714
299,88
676,633
299,88
19,685
139,17
817,168
139,17
346,100
676,748
139,17
676,686
139,17
676,615
588,203
739,248
253,81
676,618
588,203
676,748
139,1
143,679
676,758
676,626
590,104
32,265
516,25
845,49
143,665
590,114
817,188
588,267
299,4
885,479
839,17
885,479
139,37
683,491
139,37
885,479
588,292
885,463
588,292
413,113
416,192
839,17
413,113
416,190
683,272
588,213
416,190
588,292
416,192
683,491
413,113
588,273
885,514
416,55
588,273
885,514
588,273
481,165
481,630
885,438
413,113
155,21
845,81
683,551
885,438
388,257
416,192
676,676
416,224
778,293
416,224
312,73
885,438
481,16
416,224
301,86
416,224
481,163
301,86
416,224
312,76
416,188
312,76
301,86
885,438
751,63
839,90
724,302
299,32
771,63
885,438
683,351
839,90
299,60
590,98
885,438
845,54
885,438
683,272
143,447
885,438
650,1711
416,197
416,180
92,30
588,31
416,224
588,85
416,224
603,14
683,481
416,224
488,83
590,114
416,224
388,18
416,57
416,224
413,241
416,224
683,901
416,224
990,790
885,438
683,191
416,224
588,21
845,53
416,224
683,272
676,1
416,224
588,292
416,86
683,901
885,438
683,21
416,224
590,104
416,224
603,3
459,27
588,273
588,173
312,76
588,273
588,202
588,273
676,618
588,202
588,273
312,74
413,113
778,299
346,99
588,273
226,11
413,129
730,130
299,7
312,73
312,73
885,1021
413,129
312,73
413,493
588,279
312,73
751,80
413,129
253,22
416,224
839,64
590,104
416,224
588,186
416,224
416,224
734,34
590,123
416,224
416,224
722,216
590,103
416,224
588,751
588,202
416,224
143,4
416,192
139,18
416,224
346,19
143,762
253,65
885,438
588,185
413,512
839,86
139,17
590,98
416,224
416,224
588,203
416,224
588,187
416,224
416,224
588,188
416,224
588,203
416,224
416,224
143,718
416,224
139,17
416,224
676,1991
588,186
416,224
413,351
885,452
143,787
299,7
416,224
139,17
590,103
416,224
588,195
751,57
778,315
416,224
312,76
19,790
139,18
603,62
312,73
817,188
739,245
845,77
676,678
676,758
724,786
312,76
590,114
676,729
704,28
845,96
312,76
739,243
312,492
845,73
312,76
724,373
588,111
312,73
845,96
588,281
676,688
413,512
346,99
413,152
496,51
312,76
603,13
588,1
416,224
312,151
695,57
839,32
283,19
603,57
143,748
590,114
839,74
32,264
603,13
588,279
152,50
588,188
502,41
32,263
413,155
346,19
730,128
143,680
413,155
413,512
588,195
588,661
839,66
603,59
724,16
839,60
603,57
845,13
776,107
19,852
416,224
734,34
361,177
139,37
734,36
361,186
683,901
139,17
139,17
676,699
839,66
139,17
19,726
139,37
139,17
139,17
139,37
312,73
588,184
139,37
704,24
588,202
839,66
361,196
588,751
279,19
361,195
413,493
839,66
724,16
516,25
839,32
361,196
413,311
676,688
588,279
361,178
839,3
839,32
430,68
416,224
778,322
739,243
430,68
416,224
279,19
416,224
778,317
430,68
676,748
885,438
839,64
416,222
19,815
588,268
283,24
885,434
839,32
283,39
885,512
588,267
885,512
21,118
19,642
588,249
885,514
751,57
676,748
839,66
413,493
459,39
885,514
139,38
885,512
279,19
588,279
676,777
588,202
839,17
103,74
676,786
588,202
839,53
778,316
588,279
588,186
19,852
588,279
588,186
676,676
672,48
588,186
103,78
588,279
676,685
413,97
885,438
103,78
139,37
139,37
885,438
516,25
139,37
715,86
588,244
885,438
516,26
885,493
839,74
21,118
588,268
676,1840
885,506
416,87
21,118
413,125
885,409
481,24
724,368
588,273
845,49
885,514
588,273
19,849
502,51
588,203
588,182
588,273
845,94
885,463
139,17
672,62
590,114
588,273
885,409
588,267
590,114
588,267
588,267
603,57
885,409
588,267
885,396
588,267
590,114
588,267
672,75
413,493
593,2615
672,75
502,51
593,1369
413,153
588,1
672,75
885,418
253,96
885,1171
672,75
416,192
590,118
672,75
676,1951
751,51
187,45
739,252
361,195
672,75
676,758
778,299
676,758
143,1328
676,748
676,554
346,99
728,165
676,669
312,73
346,8
312,66
817,199
312,66
683,272
676,775
676,667
637,181
676,775
778,25
778,257
156,151
676,656
590,191
676,804
312,66
734,61
676,687
413,200
778,299
676,687
683,491
676,653
312,471
139,17
672,75
588,194
416,192
588,203
143,1363
139,17
885,506
830,216
778,322
885,466
728,164
778,322
416,197
672,75
416,224
588,181
143,1328
283,6
839,64
885,452
588,292
676,736
588,2
416,203
839,53
845,12
416,224
416,224
676,668
839,53
416,224
778,317
588,203
416,224
127,1504
724,373
413,135
312,73
676,786
312,73
676,668
839,90
778,314
676,748
839,90
743,54
361,196
839,18
676,667
845,44
312,76
676,748
413,493
676,615
279,21
676,1
778,323
845,12
676,484
603,13
778,314
312,76
139,17
588,203
