tozeret_cd,degem_cd
590,98
637,71
413,881
751,21
76,3
588,19
588,23
676,242
869,80
413,411
811,20
413,2021
588,431
588,431
724,1801
672,26
588,292
481,7
637,65
653,6
590,104
237,10
704,3
281,51
588,23
496,120
839,1
603,59
413,641
672,23
413,1051
751,122
603,59
588,48
704,3
676,242
590,101
413,641
588,21
683,71
817,5
588,23
603,59
775,3
413,1061
413,241
33,15
413,2071
704,18
751,89
413,501
590,63
413,2071
739,5141
481,144
730,96
312,651
637,65
734,6
590,42
778,620
603,59
885,981
403,61
416,122
588,93
299,54
139,400
588,781
672,23
413,2071
683,491
727,960
885,159
588,48
603,850
481,166
603,59
346,23
496,27
590,1011
322,4
281,21
722,164
155,1
416,122
299,23
588,21
637,291
413,501
299,19
676,2331
839,26
722,59
731,7
845,1
885,309
496,119
672,27
185,1
496,4
839,28
683,191
817,2
299,19
724,36
739,3901
588,292
588,83
739,5091
751,123
817,18
590,63
650,861
346,23
416,122
817,17
724,1341
676,244
817,52
739,4922
724,3491
683,801
413,69
637,291
588,54
637,481
588,201
32,105
603,850
413,1600
502,1
683,351
739,17
778,137
588,23
588,292
676,1261
590,191
676,854
253,81
413,641
590,63
413,2071
413,1001
590,104
588,52
413,671
751,142
683,801
590,431
588,751
771,321
775,3
299,7
724,316
869,72
413,641
885,152
676,1152
299,9
413,15
885,47
516,1
637,59
481,7
185,1
990,72
588,752
817,2
941,99
155,81
299,9
416,123
551,27
839,81
778,721
443,12
730,8
676,248
845,12
413,82
588,23
672,23
588,292
588,21
751,27
155,101
114,2771
413,651
676,1
806,5
194,60
443,12
869,72
481,7
312,171
920,25
413,181
778,122
839,32
817,2
588,114
413,12
588,751
683,551
590,901
299,65
544,14
839,32
588,29
312,19
588,211
481,11
481,61
139,12
502,3
445,1
724,49
516,1
885,394
413,641
322,4
637,431
346,43
588,801
751,22
885,117
737,100
634,75
845,1
730,8
588,801
588,751
885,117
683,211
885,1011
588,801
603,61
885,1011
413,87
502,1
445,1
481,281
413,12
404,122
413,881
413,121
941,103
885,1081
885,117
346,8
730,8
637,65
413,641
672,23
413,87
839,13
885,1011
734,12
481,1241
676,39
588,431
588,38
588,35
253,36
730,8
885,293
885,220
413,2051
299,7
544,5
253,81
188,31
588,201
862,10
637,481
737,75
590,104
672,23
845,81
697,5
481,7
730,97
416,168
588,83
683,141
676,44
322,13
593,19
299,4
416,122
299,53
237,10
588,292
253,66
413,220
637,471
299,63
637,481
743,23
590,98
481,7
751,103
676,1061
322,12
940,72
683,272
312,19
253,18
844,10
413,881
346,611
739,143
743,7
413,871
588,19
194,10
481,165
299,63
845,62
775,3
653,11
683,331
496,3
299,141
502,1
590,241
481,7
281,51
413,2071
430,81
413,2071
839,18
430,37
730,91
885,118
730,91
817,87
443,12
771,195
734,291
739,7
603,3
588,5
588,801
496,9
299,61
590,941
588,39
845,7
775,3
778,122
885,38
481,8
672,91
672,21
346,7
443,12
839,28
299,23
778,46
413,6000
76,3
299,62
751,451
403,12
590,431
588,83
771,170
928,56
443,12
676,1631
590,100
588,87
155,81
114,1802
839,28
637,481
885,118
771,213
676,1491
590,431
730,10
751,35
416,122
188,9
588,751
299,61
616,1300
637,71
590,391
496,52
253,101
817,633
413,651
775,3
839,28
413,1171
676,1991
481,441
839,28
730,9
676,1691
430,37
637,331
683,351
676,849
496,62
590,103
839,28
544,14
281,171
588,23
637,65
676,252
588,781
413,750
730,2
413,651
676,1204
715,431
676,1951
653,11
839,28
637,481
588,39
430,81
351,21
845,1
413,2071
516,1
588,751
637,481
751,26
413,302
588,781
771,173
676,1951
588,431
676,871
683,272
413,1031
885,1081
588,39
885,47
839,21
404,89
590,104
588,292
734,112
322,5
840,61
481,171
155,81
885,357
416,122
683,182
590,431
588,781
481,751
588,431
683,801
413,881
430,30
33,4
683,901
683,201
715,431
299,8
751,39
778,46
724,79
676,849
413,871
413,2081
845,8
811,3
736,16
683,801
845,81
416,146
413,881
33,2
481,15
885,301
590,98
637,481
588,400
653,11
237,10
413,2081
588,292
590,431
92,40
588,23
817,5
185,1
588,431
127,350
322,13
588,371
430,81
590,98
588,53
724,46
496,9
676,2151
839,111
416,122
590,191
683,341
299,23
676,276
672,48
299,61
885,117
885,230
103,7
588,292
322,5
672,81
139,12
590,103
806,3
683,281
734,261
743,23
683,491
588,431
413,100
481,157
588,54
771,321
730,8
778,124
413,2081
588,742
728,15
502,51
941,52
322,4
588,24
588,201
588,741
588,53
845,1
885,641
139,500
730,96
885,117
413,2071
194,82
928,17
413,641
588,191
771,195
981,23
481,7
839,28
941,3007
817,87
413,750
590,104
885,1081
845,29
588,201
430,43
885,117
590,103
743,23
413,50
416,122
588,751
416,121
734,201
114,1231
481,751
676,1870
413,491
590,104
778,84
775,3
588,411
885,48
590,391
143,109
743,9
728,15
237,17
443,12
481,15
588,23
672,27
771,173
603,3
451,1
588,431
588,80
811,6
855,52
413,641
771,58
588,801
588,80
715,431
416,122
676,1061
281,51
839,28
443,12
676,256
676,854
885,117
413,2071
653,2
481,15
899,16
899,130
941,119
322,5
637,50
413,300
676,1421
413,641
413,100
430,43
413,850
481,15
443,12
588,811
443,12
817,74
237,10
940,54
544,14
299,65
588,89
496,2
443,12
588,801
588,89
253,62
728,8
676,2421
676,2331
413,881
588,811
676,1991
413,641
588,801
443,12
771,214
281,231
724,93
590,851
839,28
775,3
481,441
404,59
588,321
416,121
590,851
380,4
445,1
817,5
845,1
416,122
739,39
451,1
588,781
672,21
722,123
730,1811
322,13
624,16
885,117
771,8
616,24
351,21
739,1421
588,80
413,1001
588,751
588,751
114,691
730,22
637,481
775,3
771,152
299,64
676,283
817,2
346,711
778,26
143,7
730,8
481,8
928,17
481,361
430,36
715,3
413,1600
177,16
481,15
114,26
416,122
588,292
734,291
676,883
588,30
413,671
253,11
940,72
885,117
588,801
139,9
730,8
839,28
430,141
413,881
322,13
413,7100
590,104
739,24
114,141
731,10
771,179
496,161
481,15
811,13
676,872
413,1600
588,87
322,4
185,91
253,64
413,881
322,13
730,8
481,15
32,155
443,10
739,65
430,28
413,1011
322,13
413,871
588,751
885,501
739,39
730,8
312,491
588,792
735,188
516,9
650,1261
299,6
312,491
322,13
940,72
253,18
683,191
683,272
322,5
588,441
634,5
839,28
19,102
322,13
588,292
404,8
588,30
481,15
299,23
187,10
413,281
771,196
185,101
413,871
885,117
771,178
481,8
590,104
114,19
839,18
413,750
185,91
502,51
413,871
811,20
322,13
885,1011
588,191
739,2451
413,641
588,751
885,315
588,801
739,143
751,105
771,351
481,16
727,1
839,201
281,231
676,283
588,431
676,1631
739,3501
253,101
413,881
839,21
322,13
588,54
683,340
481,561
845,8
413,641
771,351
