tozeret_cd,degem_cd
751,80
650,411
590,28
676,224
650,291
778,129
751,451
346,2
672,14
416,86
281,1041
388,65
727,451
253,35
724,639
590,601
839,3
155,41
590,34
19,26
650,132
299,28
413,14
481,166
588,661
817,981
676,552
481,166
676,78
413,150
676,287
481,451
481,791
416,121
481,166
734,102
481,791
403,41
731,6
481,166
416,85
739,1411
676,285
728,63
734,102
481,166
751,80
281,202
734,131
839,191
416,121
481,15
676,285
481,31
481,166
734,102
76,13
817,482
156,151
253,64
413,331
588,281
751,80
281,202
730,7
676,285
728,71
839,151
751,80
413,35
481,31
928,182
403,41
637,501
751,80
76,10
588,281
839,151
724,75
751,80
76,13
751,80
637,231
403,41
730,8
76,13
413,321
253,36
885,1011
281,52
588,661
481,165
76,13
496,67
413,651
481,791
743,700
885,981
676,625
388,109
451,11
413,331
496,37
588,661
253,62
839,3
103,15
413,311
676,414
817,18
253,65
103,15
771,17
885,981
637,1
588,641
404,30
672,14
798,10
637,281
961,8
739,920
676,409
739,79
634,150
187,27
481,93
103,15
650,44
771,301
739,2451
590,4
885,981
845,25
413,150
496,37
588,281
413,881
845,48
624,521
451,10
637,501
885,16
739,1791
724,4251
624,21
862,10
885,981
413,17
672,9
253,36
496,37
839,191
634,300
404,30
588,781
588,61
588,621
156,121
403,41
771,17
139,1
403,41
413,1001
798,41
593,851
676,409
481,1041
885,671
739,79
734,211
928,221
817,601
416,55
637,231
845,12
845,81
185,101
751,80
730,6
751,80
624,18
817,791
940,1
481,1611
730,8
778,262
155,81
588,591
676,409
653,11
817,421
588,391
730,8
253,34
481,1041
839,12
676,409
675,3
730,8
675,3
730,6
885,50
798,22
588,181
637,161
496,35
771,242
481,1431
676,414
676,78
683,531
481,145
496,35
885,1031
771,242
734,151
496,161
593,1041
730,8
496,36
588,751
676,552
413,34
885,208
312,19
672,91
253,40
588,781
19,685
481,83
416,84
940,8
771,242
481,165
588,751
416,85
588,291
817,482
481,652
312,19
188,31
672,91
416,84
413,311
253,40
588,781
281,52
588,2
590,15
845,13
481,92
416,84
413,871
413,311
253,40
940,8
588,621
413,871
481,87
481,96
33,48
253,40
940,8
590,15
845,12
588,791
481,113
496,41
730,7
885,1041
676,414
312,19
676,569
776,11
312,19
672,91
416,68
413,351
253,40
672,91
416,68
413,331
155,81
253,33
739,2111
155,81
845,27
281,52
711,10
724,318
734,111
481,11
637,311
312,1011
268,34
413,881
724,316
724,463
588,781
413,331
885,1161
388,123
312,1021
588,781
778,158
253,34
724,224
312,1071
388,113
416,85
928,221
481,22
845,49
676,409
588,21
588,181
739,1992
676,409
481,125
676,344
502,1
724,1271
588,21
845,81
403,61
253,34
676,559
653,11
676,228
413,1001
845,13
637,481
413,881
730,6
312,19
413,881
730,6
502,1
413,881
413,331
185,41
187,6
676,409
676,409
19,1571
588,21
839,171
637,16
724,226
711,10
730,11
413,881
869,24
683,641
481,1441
590,114
299,41
603,12
885,230
590,118
676,246
590,106
312,1
155,21
724,162
885,230
590,114
885,208
704,24
885,571
730,10
704,1
676,585
413,1
481,442
724,35
676,244
885,208
603,12
299,1
301,138
481,61
590,104
322,20
845,5
885,230
299,1
885,208
590,109
312,14
885,208
312,471
593,672
811,3
322,20
839,14
590,109
973,61
481,131
672,8
869,3
885,230
346,19
650,144
590,98
593,585
715,431
885,230
724,72
839,3
885,230
727,1
346,8
839,14
650,144
839,3
845,1
727,27
299,32
346,8
650,144
253,35
885,1071
590,29
676,224
672,13
778,183
19,372
650,743
155,161
845,61
650,144
413,14
312,491
672,12
676,287
650,743
751,471
830,20
845,61
845,81
603,2
672,12
650,132
778,185
413,14
845,61
885,1161
155,21
751,471
672,4
281,32
676,224
724,1610
322,2
778,185
590,431
683,631
885,1161
885,224
778,184
114,881
885,1161
672,91
839,14
416,55
839,1
683,2
839,13
676,285
312,14
683,2
734,211
299,32
253,36
588,591
839,2
312,141
299,32
885,157
839,1
778,941
724,1880
724,36
839,6
188,36
676,559
481,791
839,191
676,552
845,48
496,37
588,741
739,17
481,791
730,9
728,64
637,181
734,131
590,19
885,1161
346,25
751,80
413,16
413,331
588,31
739,17
961,231
730,8
751,80
481,113
715,57
734,102
281,52
403,41
481,77
452,1
404,35
839,12
590,76
588,641
990,113
253,64
885,561
33,69
676,559
588,21
885,1161
253,36
481,791
885,581
403,41
885,1161
346,25
481,92
588,281
403,41
730,8
624,501
961,71
404,81
730,8
346,25
715,57
734,61
845,37
775,30
588,281
734,102
737,11
481,113
155,81
771,301
590,9
416,68
724,226
481,652
590,25
416,68
103,2
737,3
430,14
268,35
155,81
188,9
588,291
845,32
637,231
312,19
672,91
885,691
588,741
811,20
588,772
312,19
672,91
845,23
885,206
588,291
155,81
730,7
676,407
155,3
253,34
771,37
817,411
481,158
481,86
413,14
481,158
413,331
817,640
590,12
188,5
727,28
771,152
676,625
481,86
413,14
416,85
19,419
590,9
413,14
481,113
312,19
496,40
731,261
413,871
423,10
155,81
885,230
588,771
413,14
413,351
731,251
676,567
839,12
727,34
730,7
637,4
724,15
730,11
676,559
817,5
185,91
751,761
593,111
312,511
778,165
155,81
751,761
676,572
588,281
588,2
388,113
727,451
253,36
637,12
845,55
496,52
588,241
637,6
817,791
481,7
481,87
496,40
734,211
817,482
346,881
676,559
739,2481
388,2941
839,3
845,37
237,28
734,81
413,881
817,901
817,482
637,271
413,881
778,252
346,38
502,1
724,205
430,141
715,77
637,481
481,441
839,191
676,493
778,124
19,1581
885,561
839,191
588,181
724,291
637,122
862,10
845,55
346,43
253,22
253,35
590,76
253,101
650,5091
715,411
683,631
683,651
637,481
798,49
481,84
637,811
724,68
416,85
19,641
724,207
751,223
885,38
268,49
724,105
481,1131
253,101
481,144
481,1041
299,21
588,661
430,13
751,223
724,212
885,342
634,120
590,84
771,192
299,11
413,34
845,36
676,552
751,223
724,212
588,164
683,641
312,14
637,581
416,122
177,18
885,38
683,631
637,581
724,204
683,631
312,18
481,84
413,32
676,615
676,552
413,661
588,391
588,641
416,154
481,84
416,57
676,552
928,70
588,371
253,81
312,19
885,230
885,208
650,144
839,3
268,5
885,208
590,98
593,514
590,115
388,79
885,208
650,135
281,202
312,14
590,99
672,81
593,654
676,256
299,3
590,104
590,104
885,208
650,136
590,104
301,142
731,9
253,35
590,104
885,1151
590,104
177,1
253,35
590,104
672,81
502,3
590,104
724,72
839,14
650,134
590,104
593,537
839,14
885,208
590,104
724,163
299,41
590,114
676,224
590,104
839,2
593,662
114,2092
481,442
588,14
590,118
299,2
885,208
676,488
590,104
839,3
588,14
885,1081
590,122
885,208
481,15
727,47
839,1
413,59
299,19
839,16
650,132
253,34
299,32
839,1
715,431
312,1
416,68
299,32
155,1
481,136
676,285
388,1991
281,1041
413,18
845,61
899,1
885,138
253,40
650,412
650,144
845,27
676,309
869,25
253,36
724,212
481,137
299,32
845,61
650,134
676,583
839,1
676,285
751,471
588,631
650,134
751,471
885,1
751,471
724,911
650,743
751,471
778,2300
778,741
590,34
885,1151
603,2
885,222
299,32
650,124
676,585
751,481
839,12
253,50
839,1
590,431
650,144
683,2
650,343
734,291
416,121
346,8
885,1011
481,168
734,61
961,231
413,881
885,1011
676,172
845,29
734,102
281,52
603,4
676,559
496,37
817,601
845,37
676,559
588,281
185,61
516,20
481,165
346,25
676,559
496,37
885,1161
845,27
775,30
413,651
481,791
730,14
346,25
727,43
346,25
961,8
676,559
676,618
845,8
734,61
715,57
637,11
676,618
496,37
588,661
676,1711
676,559
775,30
481,791
817,1241
845,27
481,791
413,881
676,618
845,48
76,10
156,151
346,33
413,150
346,33
481,791
388,128
730,8
588,621
624,521
730,112
885,981
403,41
676,559
451,11
739,1930
940,16
588,281
739,1791
413,331
778,165
817,250
281,32
817,29
724,316
451,11
588,281
845,25
76,13
496,37
588,281
637,231
739,1791
445,1
413,311
496,37
588,281
481,791
730,8
845,23
188,33
413,651
588,2
730,8
312,19
551,62
496,37
588,281
496,81
751,721
588,1
481,127
676,569
739,38
76,13
588,281
771,152
588,1
730,14
885,981
281,32
624,471
817,482
593,1
312,19
496,37
817,482
481,78
672,13
413,351
413,641
845,25
496,37
588,281
413,881
739,2491
724,41
481,88
981,5
413,321
839,14
590,104
839,2
481,15
312,111
845,38
727,1
885,1081
177,6
885,208
650,119
312,451
299,1
481,191
143,71
413,8
616,19
481,16
885,1171
724,378
413,2031
299,9
885,206
490,11
413,8
481,165
346,12
839,14
593,473
416,146
730,8
590,103
312,16
839,14
413,8
817,42
730,8
388,65
590,104
413,8
388,69
839,14
885,1031
839,14
481,16
416,146
724,73
388,104
839,14
885,208
590,104
590,802
839,2
481,16
253,65
839,14
481,16
590,104
727,451
588,211
839,14
839,2
593,537
730,8
839,6
778,186
413,1151
388,129
672,13
715,77
778,183
862,10
346,35
885,165
413,881
845,55
588,31
413,1001
862,10
724,226
727,36
281,52
413,1181
481,87
588,291
739,2451
481,87
724,226
403,61
413,1001
588,781
839,3
551,57
839,181
739,47
624,4
588,751
588,621
845,13
281,52
413,1171
676,285
588,4
739,2461
862,10
481,86
676,483
588,781
496,68
413,881
253,36
730,6
481,86
727,27
637,171
430,141
928,70
730,6
743,81
715,86
771,5
588,1
253,24
885,208
727,27
404,111
388,128
845,81
413,881
388,167
413,54
104,261
253,35
778,184
299,21
590,43
253,35
778,183
299,32
885,1041
839,16
650,135
676,285
299,19
346,7
676,228
683,2
430,5001
778,184
299,27
839,16
778,184
416,121
299,41
588,111
650,742
603,2
481,25
299,7
281,1041
712,201
885,152
481,211
590,29
19,372
481,561
413,111
650,138
481,125
481,11
253,34
588,110
299,27
281,32
299,41
885,152
281,32
751,611
676,246
481,211
885,152
650,146
650,741
312,1
839,12
839,1
899,31
590,32
676,262
430,7
481,561
416,21
253,64
253,35
299,8
481,157
590,15
588,281
845,32
588,661
858,20
817,901
845,48
676,559
730,112
481,791
858,20
496,37
588,661
568,20
253,62
704,11
588,281
281,52
676,1711
981,2
268,36
496,31
676,342
650,83
588,281
481,791
185,41
588,661
817,1241
676,559
588,281
751,721
845,37
588,661
676,78
188,24
653,11
346,38
676,414
588,281
743,31
588,661
413,881
730,8
676,414
481,791
676,287
312,19
103,7
588,281
590,15
845,54
676,88
481,1021
21,99
981,2
724,350
185,51
588,621
590,4
885,981
778,202
481,791
281,32
885,981
778,172
739,5111
312,14
839,8
430,2
885,208
730,8
155,21
730,8
590,104
430,3
481,442
885,1051
590,114
346,8
885,208
885,1
603,13
839,8
590,104
593,444
650,134
593,184
885,342
839,2
737,17
676,226
839,14
730,8
885,208
672,4
588,661
481,8
885,208
590,104
416,146
430,3
730,8
676,229
672,16
590,104
481,7
481,361
413,13
588,661
885,1081
430,7
839,14
253,35
593,510
481,7
839,2
551,11
416,146
187,2
301,142
593,605
413,9
593,654
650,343
416,146
143,501
672,4
839,8
388,70
590,104
237,16
281,32
496,37
588,281
981,5
481,113
188,33
845,36
496,37
416,85
724,4421
