tozeret_cd,degem_cd
413,1141
771,199
33,2
869,72
603,400
416,111
143,163
496,33
653,6
885,332
346,7
590,431
516,1
845,1
603,12
481,15
74,148
516,1
771,321
839,26
416,124
413,7100
839,28
143,159
253,101
590,442
312,16
730,60
588,201
588,621
869,58
588,36
481,8
590,931
885,1031
869,58
346,8
730,24
430,47
771,178
430,81
481,8
637,481
177,41
430,47
771,178
430,47
771,178
676,1141
155,81
730,6
590,931
496,7
430,47
404,95
481,8
413,151
416,59
590,104
312,1
76,3
413,7200
590,104
312,14
724,1341
676,1141
845,1
739,46
590,104
686,10
672,21
177,41
739,1261
187,27
346,8
672,21
588,292
502,1
839,43
481,8
312,1
672,21
481,8
188,9
588,292
588,901
312,681
771,188
885,177
416,117
588,111
588,792
771,178
481,51
496,6
771,178
590,104
588,371
739,5131
885,115
672,53
416,125
590,104
413,871
771,178
346,8
413,501
177,41
672,53
778,721
730,6
839,68
928,57
590,104
481,453
177,41
481,15
928,57
312,1
727,451
496,7
481,201
188,5
430,61
481,11
155,81
430,48
590,103
33,2
588,431
430,48
481,16
590,103
588,50
481,15
683,231
588,292
588,50
481,15
590,103
683,231
177,41
885,342
481,165
739,4953
778,26
413,2071
430,15
734,221
845,49
588,391
730,21
778,1271
481,24
413,2071
839,3
253,101
346,881
771,451
413,2071
588,181
676,287
724,9
413,2071
650,851
778,26
413,2071
416,122
416,116
253,101
778,26
845,43
734,211
253,101
727,451
253,65
734,291
346,881
778,26
973,10
253,101
778,1221
413,2071
253,101
588,4
727,2
588,29
845,1
778,26
588,371
413,2071
734,211
413,2071
588,161
253,66
253,101
588,2
771,311
253,101
839,3
845,44
322,4
588,2
413,2071
885,246
839,3
634,110
588,371
845,1
839,2
268,24
588,30
588,50
593,3246
416,116
253,65
19,2981
143,143
734,211
413,32
839,2
839,2
268,27
588,30
588,292
650,1661
413,1151
588,50
653,11
593,3246
885,208
839,2
268,25
253,65
817,640
588,292
502,3
593,3246
885,109
885,208
839,2
588,50
839,2
704,15
588,55
739,1962
588,292
