,dmake,dmodel,dyear,tozeret_cd,model_cd
0,Audi,A1,2010,551,11
1,Audi,A1,2010,551,21
2,Audi,A1,2011,551,1
3,Audi,A1,2011,551,2
4,Audi,A1,2011,551,11
5,Audi,A1,2011,551,21
6,Audi,A1,2012,551,1
7,Audi,A1,2012,551,2
8,Audi,A1,2012,551,3
9,Audi,A1,2012,551,4
10,Audi,A1,2012,551,5
11,Audi,A1,2012,551,6
12,Audi,A1,2012,551,7
13,Audi,A1,2012,551,11
14,Audi,A1,2012,551,20
15,Audi,A1,2012,551,21
16,Audi,A1,2013,551,1
17,Audi,A1,2013,551,2
18,Audi,A1,2013,551,4
19,Audi,A1,2013,551,6
20,Audi,A1,2013,551,7
21,Audi,A1,2013,551,8
22,Audi,A1,2013,551,9
23,Audi,A1,2013,551,10
24,Audi,A1,2013,551,11
25,Audi,A1,2013,551,12
26,Audi,A1,2013,551,13
27,Audi,A1,2013,551,14
28,Audi,A1,2013,551,15
29,Audi,A1,2013,551,16
30,Audi,A1,2013,551,17
31,Audi,A1,2013,551,18
32,Audi,A1,2013,551,19
33,Audi,A1,2013,551,20
34,Audi,A1,2013,551,21
35,Audi,A1,2013,551,22
36,Audi,A1,2013,551,23
37,Audi,A1,2014,551,4
38,Audi,A1,2014,551,6
39,Audi,A1,2014,551,9
40,Audi,A1,2014,551,11
41,Audi,A1,2014,551,13
42,Audi,A1,2014,551,15
43,Audi,A1,2014,551,16
44,Audi,A1,2014,551,18
45,Audi,A1,2014,551,19
46,Audi,A1,2014,551,22
47,Audi,A1,2014,551,23
48,Audi,A1,2014,551,24
49,Audi,A1,2014,551,25
50,Audi,A1,2014,551,26
51,Audi,A1,2014,551,27
52,Audi,A1,2014,551,28
53,Audi,A1,2014,551,29
54,Audi,A1,2014,551,30
55,Audi,A1,2014,551,31
56,Audi,A1,2014,551,32
57,Audi,A1,2014,551,33
58,Audi,A1,2014,551,34
59,Audi,A1,2014,551,35
60,Audi,A1,2014,551,36
61,Audi,A1,2014,551,37
62,Audi,A1,2014,551,38
63,Audi,A1,2014,551,39
64,Audi,A1,2014,551,40
65,Audi,A1,2014,551,41
66,Audi,A1,2014,551,43
67,Audi,A1,2015,551,24
68,Audi,A1,2015,551,25
69,Audi,A1,2015,551,33
70,Audi,A1,2015,551,34
71,Audi,A1,2015,551,35
72,Audi,A1,2015,551,36
73,Audi,A1,2015,551,37
74,Audi,A1,2015,551,38
75,Audi,A1,2015,551,39
76,Audi,A1,2015,551,40
77,Audi,A1,2015,551,41
78,Audi,A1,2015,551,43
79,Audi,A1,2015,551,44
80,Audi,A1,2015,551,45
81,Audi,A1,2015,551,46
82,Audi,A1,2015,551,47
83,Audi,A1,2015,551,48
84,Audi,A1,2015,551,49
85,Audi,A1,2015,551,50
86,Audi,A1,2015,551,51
87,Audi,A1,2015,551,52
88,Audi,A1,2015,551,53
89,Audi,A1,2015,551,54
90,Audi,A1,2015,551,55
91,Audi,A1,2015,551,56
92,Audi,A1,2015,551,57
93,Audi,A1,2015,551,58
94,Audi,A1,2015,551,59
95,Audi,A1,2015,551,60
96,Audi,A1,2015,551,61
97,Audi,A1,2016,551,44
98,Audi,A1,2016,551,45
99,Audi,A1,2016,551,46
100,Audi,A1,2016,551,47
101,Audi,A1,2016,551,48
102,Audi,A1,2016,551,49
103,Audi,A1,2016,551,53
104,Audi,A1,2016,551,54
105,Audi,A1,2016,551,55
106,Audi,A1,2016,551,57
107,Audi,A1,2016,551,59
108,Audi,A1,2016,551,60
109,Audi,A1,2016,551,61
110,Audi,A1,2016,551,62
111,Audi,A1,2016,551,64
112,Audi,A1,2016,551,65
113,Audi,A1,2016,551,66
114,Audi,A1,2016,551,67
115,Audi,A1,2016,551,70
116,Audi,A1,2016,551,71
117,Audi,A1,2016,551,72
118,Audi,A1,2016,551,73
119,Audi,A1,2016,551,74
120,Audi,A1,2017,551,44
121,Audi,A1,2017,551,45
122,Audi,A1,2017,551,46
123,Audi,A1,2017,551,47
124,Audi,A1,2017,551,48
125,Audi,A1,2017,551,49
126,Audi,A1,2017,551,53
127,Audi,A1,2017,551,54
128,Audi,A1,2017,551,55
129,Audi,A1,2017,551,57
130,Audi,A1,2017,551,59
131,Audi,A1,2017,551,60
132,Audi,A1,2017,551,61
133,Audi,A1,2017,551,62
134,Audi,A1,2017,551,64
135,Audi,A1,2017,551,65
136,Audi,A1,2017,551,66
137,Audi,A1,2017,551,67
138,Audi,A1,2017,551,70
139,Audi,A1,2017,551,71
140,Audi,A1,2017,551,73
141,Audi,A1,2017,551,74
142,Audi,A1,2017,551,75
143,Audi,A1,2017,551,76
144,Audi,A1,2017,551,79
145,Audi,A1,2017,551,80
146,Audi,A1,2018,551,54
147,Audi,A1,2018,551,62
148,Audi,A1,2018,551,65
149,Audi,A1,2018,551,74
150,Audi,A1,2018,551,79
151,Audi,A1,2018,551,80
152,Audi,A1,2018,551,85
153,Audi,A1,2018,551,87
154,Audi,A1,2016,551,68
155,Audi,A1,2017,551,68
156,Audi,A1,2012,551,81
157,Audi,A1,2017,551,77
158,Audi,A1,2017,551,78
159,Audi,A1,2017,551,82
160,Audi,A1,2017,551,83
161,Audi,A1,2018,551,77
162,Audi,A1,2018,551,78
163,Audi,A1,2018,551,82
164,Audi,A1,2018,551,83
165,Audi,A1,2018,551,86
166,Audi,A1,2019,268,66
167,Audi,A1,2019,268,67
168,Audi,A1,2019,268,68
169,Audi,A1,2019,268,69
170,Audi,A1,2019,268,70
171,Audi,A1,2019,268,71
172,Audi,A1,2019,268,72
173,Audi,A1,2019,268,73
174,Audi,A1,2019,268,74
175,Audi,A1,2019,268,75
176,Audi,A1,2019,268,76
177,Audi,A1,2019,268,78
178,Audi,A1,2019,268,79
179,Audi,A1,2019,268,80
180,Audi,A1,2019,268,81
181,Audi,A1,2019,268,82
182,Audi,A1,2019,268,83
183,Audi,A1,2019,268,84
184,Audi,A1,2019,268,85
185,Audi,A1,2020,268,67
186,Audi,A1,2020,268,68
187,Audi,A1,2020,268,70
188,Audi,A1,2020,268,71
189,Audi,A1,2020,268,72
190,Audi,A1,2020,268,73
191,Audi,A1,2020,268,78
192,Audi,A1,2020,268,79
193,Audi,A1,2020,268,80
194,Audi,A1,2020,268,81
195,Audi,A1,2020,268,82
196,Audi,A1,2020,268,83
197,Audi,A1,2020,268,84
198,Audi,A1,2020,268,85
199,Audi,A1,2020,268,86
200,Audi,A1,2020,268,87
201,Audi,A1,2020,268,88
202,Audi,A1,2020,268,89
203,Audi,A1,2020,268,90
204,Audi,A1,2020,268,91
205,Audi,A1,2020,268,92
206,Audi,A1,2021,268,79
207,Audi,A1,2021,268,80
208,Audi,A1,2021,268,83
209,Audi,A1,2021,268,84
210,Audi,A1,2021,268,85
211,Audi,A1,2021,268,88
212,Audi,A1,2021,268,89
213,Audi,A1,2021,268,90
214,Audi,A1,2021,268,91
215,Audi,A1,2021,268,92
216,Audi,A1,2021,268,93
217,Audi,A1,2021,268,94
218,Audi,A1,2021,268,95
219,Audi,A1,2021,268,96
220,Audi,A1,2021,268,97
221,Audi,A1,2021,268,98
222,Audi,A1,2021,268,99
223,Audi,A1,2021,268,100
224,Audi,A1,2021,268,101
225,Audi,A1,2021,268,102
226,Audi,A1,2021,268,103
227,Audi,A1,2021,268,104
228,Audi,A1,2021,268,105
229,Audi,A1,2021,268,106
230,Audi,A1,2021,268,107
231,Audi,A1,2022,268,94
232,Audi,A1,2022,268,95
233,Audi,A1,2022,268,96
234,Audi,A1,2022,268,97
235,Audi,A1,2022,268,98
236,Audi,A1,2022,268,99
237,Audi,A1,2022,268,100
238,Audi,A1,2022,268,101
239,Audi,A1,2022,268,102
240,Audi,A1,2022,268,103
241,Audi,A1,2022,268,105
242,Audi,A1,2022,268,106
243,Audi,A1,2022,268,107
244,Audi,A1,2022,268,108
245,Audi,A1,2019,268,77
246,Audi,A1,2020,268,77
247,Audi,A1,2021,268,77
248,Audi,A3,2004,19,10
249,Audi,A3,2004,19,20
250,Audi,A3,2004,19,401
251,Audi,A3,2004,19,411
252,Audi,A3,2004,19,421
253,Audi,A3,2004,19,431
254,Audi,A3,2004,19,490
255,Audi,A3,2004,19,1421
256,Audi,A3,2004,19,1431
257,Audi,A3,2005,19,10
258,Audi,A3,2005,19,20
259,Audi,A3,2005,19,30
260,Audi,A3,2005,19,411
261,Audi,A3,2005,19,421
262,Audi,A3,2005,19,431
263,Audi,A3,2005,19,480
264,Audi,A3,2005,19,490
265,Audi,A3,2005,19,1381
266,Audi,A3,2005,19,1421
267,Audi,A3,2005,19,1431
268,Audi,A3,2006,19,10
269,Audi,A3,2006,19,20
270,Audi,A3,2006,19,30
271,Audi,A3,2006,19,170
272,Audi,A3,2006,19,401
273,Audi,A3,2006,19,411
274,Audi,A3,2006,19,421
275,Audi,A3,2006,19,431
276,Audi,A3,2006,19,480
277,Audi,A3,2006,19,490
278,Audi,A3,2006,19,1381
279,Audi,A3,2006,19,1421
280,Audi,A3,2006,19,1431
281,Audi,A3,2006,19,1811
282,Audi,A3,2007,19,10
283,Audi,A3,2007,19,12
284,Audi,A3,2007,19,20
285,Audi,A3,2007,19,22
286,Audi,A3,2007,19,30
287,Audi,A3,2007,19,32
288,Audi,A3,2007,19,170
289,Audi,A3,2007,19,172
290,Audi,A3,2007,19,230
291,Audi,A3,2007,19,240
292,Audi,A3,2007,19,401
293,Audi,A3,2007,19,402
294,Audi,A3,2007,19,411
295,Audi,A3,2007,19,412
296,Audi,A3,2007,19,421
297,Audi,A3,2007,19,422
298,Audi,A3,2007,19,431
299,Audi,A3,2007,19,432
300,Audi,A3,2007,19,480
301,Audi,A3,2007,19,490
302,Audi,A3,2007,19,1381
303,Audi,A3,2007,19,1382
304,Audi,A3,2007,19,1421
305,Audi,A3,2007,19,1422
306,Audi,A3,2007,19,1431
307,Audi,A3,2007,19,1432
308,Audi,A3,2007,19,1811
309,Audi,A3,2007,19,1812
310,Audi,A3,2007,19,1961
311,Audi,A3,2007,19,1971
312,Audi,A3,2008,19,12
