Aiways,Alfa-Romeo,Audi,BMW,Mini,Chevrolet,Citroen,Citroën,Dacia,DS,Fiat,Ford,Honda,Hyundai,Genesis,Isuzu,Jaguar,Jeep,Kia,Lancia,Land-Rover,Lexus,Lynk & Co,Maserati,Mazda,Mercedes,Mercedes-Benz,MG,Mitsubishi,Nissan,Infiniti,Opel,Opel/Vauxhall,Peugeot,Porsche,Renault,Seat,Cupra,Skoda,Škoda,Smart,Ssangyong,Subaru,Suzuki,Tesla,Toyota,Volkswagen,VW,Volvo
איווייס,אלפא רומיאו,אאודי,ב מ וו,ב מ וו,שברולט,סיטרואן,סיטרואן,דאציה,די אס,פיאט,פורד,הונדה,יונדאי,יונדאי,איסוזו,יגואר,ג'יפ,קיה,לנצ'יה,לנדרובר,לקסוס,לינק אנד קו,מזארטי,מזדה,מרצדס,מרצדס,מג,מיצובישי,ניסאן,ניסאן,אופל,אופל,פיג'ו,פורשה,רנו,סיאט,סיאט,סקודה,סקודה,סמארט,סאנגיונג,סובארו,סוזוקי,טסלה,טויוטה,פולקסווגן,פולקסווגן,וולוו
