,dmake,dmodel,dyear,tozeret_cd,model_cd
10000,BMW,COOPER,2009,32,80
10001,BMW,COOPER,2009,32,81
10002,BMW,COOPER,2010,32,81
10003,BMW,COOPER,2010,32,171
10004,BMW,COOPER,2010,32,191
10005,BMW,COOPER,2011,32,100
10006,BMW,COOPER,2011,32,171
10007,BMW,COOPER,2011,32,191
10008,BMW,COOPER,2012,32,27
10009,BMW,COOPER,2012,32,28
10010,BMW,COOPER,2012,32,29
10011,BMW,COOPER,2012,32,34
10012,BMW,COOPER,2012,32,38
10013,BMW,COOPER,2012,32,42
10014,BMW,COOPER,2012,32,43
10015,BMW,COOPER,2012,32,44
10016,BMW,COOPER,2012,32,171
10017,BMW,COOPER,2012,32,191
10018,BMW,COOPER,2013,32,27
10019,BMW,COOPER,2013,32,28
10020,BMW,COOPER,2013,32,29
10021,BMW,COOPER,2013,32,34
10022,BMW,COOPER,2013,32,38
10023,BMW,COOPER,2013,32,42
10024,BMW,COOPER,2013,32,92
10025,BMW,COOPER,2013,32,93
10026,BMW,COOPER,2013,32,94
10027,BMW,COOPER,2013,32,95
10028,BMW,COOPER,2014,32,27
10029,BMW,COOPER,2014,32,28
10030,BMW,COOPER,2014,32,38
10031,BMW,COOPER,2014,32,42
10032,BMW,COOPER,2014,32,92
10033,BMW,COOPER,2014,32,93
10034,BMW,COOPER,2014,32,94
10035,BMW,COOPER,2014,32,95
10036,BMW,COOPER,2014,32,107
10037,BMW,COOPER,2014,32,108
10038,BMW,COOPER,2014,32,113
10039,BMW,COOPER,2014,32,127
10040,BMW,COOPER,2014,32,128
10041,BMW,COOPER,2014,32,129
10042,BMW,COOPER,2014,32,130
10043,BMW,COOPER,2014,32,137
10044,BMW,COOPER,2015,32,107
10045,BMW,COOPER,2015,32,108
10046,BMW,COOPER,2015,32,113
10047,BMW,COOPER,2015,32,127
10048,BMW,COOPER,2015,32,128
10049,BMW,COOPER,2015,32,129
10050,BMW,COOPER,2015,32,130
10051,BMW,COOPER,2015,32,137
10052,BMW,COOPER,2015,32,147
10053,BMW,COOPER,2015,32,148
10054,BMW,COOPER,2015,32,149
10055,BMW,COOPER,2015,32,150
10056,BMW,COOPER,2015,32,154
10057,BMW,COOPER,2015,32,164
10058,BMW,COOPER,2015,32,166
10059,BMW,COOPER,2015,32,167
10060,BMW,COOPER,2015,695,16
10061,BMW,COOPER,2016,32,113
10062,BMW,COOPER,2016,32,164
10063,BMW,COOPER,2016,32,166
10064,BMW,COOPER,2016,32,167
10065,BMW,COOPER,2016,32,174
10066,BMW,COOPER,2016,32,175
10067,BMW,COOPER,2016,695,16
10068,BMW,COOPER,2016,695,20
10069,BMW,COOPER,2012,32,39
10070,BMW,COOPER,2014,32,114
10071,BMW,COOPER,2015,32,114
10072,BMW,COOPER,2015,32,145
10073,BMW,COOPER,2010,32,151
10074,BMW,COOPER,2011,32,151
10075,BMW,COUNTRYMAN,2010,910,51
10076,BMW,COUNTRYMAN,2010,910,71
10077,BMW,COUNTRYMAN,2011,910,51
10078,BMW,COUNTRYMAN,2011,910,71
10079,BMW,COUNTRYMAN,2012,722,8
10080,BMW,COUNTRYMAN,2012,910,5
10081,BMW,COUNTRYMAN,2012,910,7
10082,BMW,COUNTRYMAN,2012,910,8
10083,BMW,COUNTRYMAN,2012,910,51
10084,BMW,COUNTRYMAN,2012,910,71
10085,BMW,COUNTRYMAN,2013,910,5
10086,BMW,COUNTRYMAN,2013,910,7
10087,BMW,COUNTRYMAN,2013,910,8
10088,BMW,COUNTRYMAN,2013,910,27
10089,BMW,COUNTRYMAN,2013,910,28
10090,BMW,COUNTRYMAN,2014,910,8
10091,BMW,COUNTRYMAN,2014,910,27
10092,BMW,COUNTRYMAN,2014,910,28
10093,BMW,COUNTRYMAN,2014,910,33
10094,BMW,COUNTRYMAN,2015,910,27
10095,BMW,COUNTRYMAN,2015,910,28
10096,BMW,COUNTRYMAN,2015,910,33
10097,BMW,COUNTRYMAN,2015,910,39
10098,BMW,COUNTRYMAN,2016,910,39
10099,BMW,COUNTRYMAN,2016,910,40
10100,BMW,COUNTRYMAN,2019,143,878
10101,BMW,COOPER,2012,32,5
10102,BMW,COOPER,2012,32,6
10103,BMW,COOPER,2013,32,5
10104,BMW,COOPER,2013,32,6
10105,BMW,MINI-CS-PACEMAN?,2013,910,16
10106,BMW,MINI-CS-PACEMAN?,2013,910,17
10107,BMW,MINI-CS-PACEMAN?,2014,910,16
10108,BMW,MINI-CS-PACEMAN?,2014,910,17
10109,BMW,MINI-CS-PACEMAN?,2015,910,17
10110,BMW,MINI-CS-PACEMAN?,2015,910,37
10111,BMW,COOPER,2012,32,17
10112,BMW,COOPER,2012,32,18
10113,BMW,COOPER,2012,32,36
10114,BMW,COOPER,2012,32,37
10115,BMW,COOPER,2012,32,47
10116,BMW,COOPER,2013,32,36
10117,BMW,COOPER,2013,32,37
10118,BMW,COOPER,2013,32,47
10119,BMW,COOPER,2013,32,62
10120,BMW,COOPER,2013,32,66
10121,BMW,COOPER,2013,32,102
10122,BMW,COOPER,2013,32,197
10123,BMW,COOPER,2014,32,109
10124,BMW,COOPER,2013,32,58
10125,BMW,COOPER,2013,32,64
10126,BMW,COOPER,2013,32,104
10127,BMW,COOPER,2014,32,104
10128,BMW,MINI-JCW-PACEMA?,2014,910,32
10129,BMW,COOPER,2013,32,59
10130,BMW,COOPER,2013,32,103
10131,BMW,COOPER,2014,32,103
10132,BMW,COOPER,2015,32,153
10133,BMW,MINI-ONE?,2012,32,1
10134,BMW,MINI-ONE?,2012,32,2
10135,BMW,MINI-ONE?,2012,32,3
10136,BMW,MINI-ONE?,2012,32,4
10137,BMW,MINI-ONE?,2013,32,3
10138,BMW,MINI-ONE?,2013,32,48
10139,BMW,MINI-ONE?,2013,32,49
10140,BMW,MINI-ONE?,2013,32,52
10141,BMW,MINI-ONE?,2013,32,53
10142,BMW,MINI-ONE?,2013,32,54
10143,BMW,MINI-ONE?,2013,32,55
10144,BMW,MINI-ONE?,2013,32,56
10145,BMW,MINI-ONE?,2013,32,57
10146,BMW,MINI-ONE?,2013,32,68
10147,BMW,MINI-ONE?,2013,32,69
10148,BMW,MINI-ONE?,2013,32,72
10149,BMW,MINI-ONE?,2013,32,73
10150,BMW,MINI-ONE?,2013,32,83
10151,BMW,MINI-ONE?,2013,32,84
10152,BMW,MINI-ONE?,2013,32,85
10153,BMW,MINI-ONE?,2013,32,86
10154,BMW,MINI-ONE?,2014,32,4
10155,BMW,MINI-ONE?,2014,32,48
10156,BMW,MINI-ONE?,2014,32,49
10157,BMW,MINI-ONE?,2014,32,52
10158,BMW,MINI-ONE?,2014,32,53
10159,BMW,MINI-ONE?,2014,32,54
10160,BMW,MINI-ONE?,2014,32,55
10161,BMW,MINI-ONE?,2014,32,56
10162,BMW,MINI-ONE?,2014,32,57
10163,BMW,MINI-ONE?,2014,32,68
10164,BMW,MINI-ONE?,2014,32,69
10165,BMW,MINI-ONE?,2014,32,72
10166,BMW,MINI-ONE?,2014,32,73
10167,BMW,MINI-ONE?,2014,32,83
10168,BMW,MINI-ONE?,2014,32,84
10169,BMW,MINI-ONE?,2014,32,85
10170,BMW,MINI-ONE?,2014,32,86
10171,BMW,MINI-ONE?,2014,32,115
10172,BMW,MINI-ONE?,2014,32,116
10173,BMW,MINI-ONE?,2014,32,117
10174,BMW,MINI-ONE?,2014,32,118
10175,BMW,MINI-ONE?,2014,32,123
10176,BMW,MINI-ONE?,2014,32,124
10177,BMW,MINI-ONE?,2014,32,132
10178,BMW,MINI-ONE?,2014,32,134
10179,BMW,MINI-ONE?,2014,32,135
10180,BMW,MINI-ONE?,2014,695,3
10181,BMW,MINI-ONE?,2014,695,4
10182,BMW,MINI-ONE?,2014,695,5
10183,BMW,MINI-ONE?,2014,695,6
10184,BMW,MINI-ONE?,2014,695,7
10185,BMW,MINI-ONE?,2014,695,8
10186,BMW,MINI-ONE?,2015,32,115
10187,BMW,MINI-ONE?,2015,32,116
10188,BMW,MINI-ONE?,2015,32,117
10189,BMW,MINI-ONE?,2015,32,118
10190,BMW,MINI-ONE?,2015,32,123
10191,BMW,MINI-ONE?,2015,32,124
10192,BMW,MINI-ONE?,2015,32,132
10193,BMW,MINI-ONE?,2015,32,134
10194,BMW,MINI-ONE?,2015,32,135
10195,BMW,MINI-ONE?,2015,32,138
10196,BMW,MINI-ONE?,2015,32,139
10197,BMW,MINI-ONE?,2015,32,140
10198,BMW,MINI-ONE?,2015,32,142
10199,BMW,MINI-ONE?,2015,32,146
10200,BMW,MINI-ONE?,2015,695,3
10201,BMW,MINI-ONE?,2015,695,4
10202,BMW,MINI-ONE?,2015,695,5
10203,BMW,MINI-ONE?,2015,695,6
10204,BMW,MINI-ONE?,2015,695,7
10205,BMW,MINI-ONE?,2015,695,8
10206,BMW,MINI-ONE?,2015,695,9
10207,BMW,MINI-ONE?,2015,695,10
10208,BMW,MINI-ONE?,2015,695,11
10209,BMW,MINI-ONE?,2015,695,12
10210,BMW,MINI-ONE?,2015,695,18
10211,BMW,MINI-ONE?,2016,32,123
10212,BMW,MINI-ONE?,2016,32,132
10213,BMW,MINI-ONE?,2016,32,146
10214,BMW,MINI-ONE?,2016,32,168
10215,BMW,MINI-ONE?,2016,32,169
10216,BMW,MINI-ONE?,2016,32,170
10217,BMW,MINI-ONE?,2016,32,173
10218,BMW,MINI-ONE?,2016,695,6
10219,BMW,MINI-ONE?,2016,695,18
10220,BMW,MINI-ONE?,2016,695,19
10221,BMW,MINI-ROADSTER?,2012,32,7
10222,BMW,MINI-ROADSTER?,2012,32,8
10223,BMW,MINI-ROADSTER?,2012,32,35
10224,BMW,MINI-ROADSTER?,2013,32,7
10225,BMW,MINI-ROADSTER?,2013,32,8
10226,BMW,MINI-ROADSTER?,2013,32,98
10227,BMW,MINI-ROADSTER?,2013,32,99
10228,BMW,MINI-ROADSTER?,2014,32,7
10229,BMW,MINI-ROADSTER?,2014,32,98
10230,BMW,MINI-S-ALL4-COU?,2010,910,61
10231,BMW,MINI-S-ALL4-COU?,2011,910,61
10232,BMW,MINI-S-ALL4-COU?,2012,910,1
10233,BMW,MINI-S-ALL4-COU?,2012,910,2
10234,BMW,MINI-S-ALL4-COU?,2012,910,3
10235,BMW,MINI-S-ALL4-COU?,2012,910,6
10236,BMW,MINI-S-ALL4-COU?,2012,910,61
10237,BMW,MINI-S-ALL4-COU?,2013,910,1
10238,BMW,MINI-S-ALL4-COU?,2013,910,2
10239,BMW,MINI-S-ALL4-COU?,2013,910,3
10240,BMW,MINI-S-ALL4-COU?,2013,910,6
10241,BMW,COUNTRYMAN,2013,910,22
10242,BMW,COUNTRYMAN,2014,910,22
10243,BMW,COUNTRYMAN,2015,910,22
10244,BMW,CLUBMAN,2010,910,41
10245,BMW,CLUBMAN,2010,910,49
10246,BMW,CLUBMAN,2011,910,41
10247,BMW,CLUBMAN,2011,910,49
10248,BMW,CLUBMAN,2012,910,9
10249,BMW,CLUBMAN,2012,910,10
10250,BMW,CLUBMAN,2012,910,12
10251,BMW,CLUBMAN,2012,910,13
10252,BMW,CLUBMAN,2012,910,41
10253,BMW,CLUBMAN,2012,910,49
10254,BMW,CLUBMAN,2013,910,9
10255,BMW,CLUBMAN,2013,910,10
10256,BMW,CLUBMAN,2013,910,12
10257,BMW,CLUBMAN,2013,910,13
10258,BMW,CLUBMAN,2013,910,20
10259,BMW,CLUBMAN,2013,910,23
10260,BMW,CLUBMAN,2013,910,24
10261,BMW,CLUBMAN,2014,910,20
10262,BMW,CLUBMAN,2014,910,23
10263,BMW,CLUBMAN,2014,910,24
10264,BMW,CLUBMAN,2015,910,20
10265,BMW,CLUBMAN,2015,910,23
10266,BMW,CLUBMAN,2015,910,24
10267,BMW,MINI-S-ROADSTER?,2012,32,9
10268,BMW,MINI-S-ROADSTER?,2012,32,14
10269,BMW,MINI-S-ROADSTER?,2013,32,9
10270,BMW,MINI-S-ROADSTER?,2013,32,14
10271,BMW,MINI-S-ROADSTER?,2014,32,14
10272,BMW,MINI-S-ROADSTER?,2015,32,14
10273,BMW,CLUBMAN,2012,910,4
10274,BMW,CLUBMAN,2013,910,4
10275,BMW,CLUBMAN,2014,910,4
10276,BMW,ONE?,2016,32,179
10277,BMW,ONE?,2016,32,186
10278,BMW,ONE?,2016,32,187
10279,BMW,ONE?,2016,32,195
10280,BMW,ONE?,2016,32,198
10281,BMW,ONE?,2016,695,25
10282,BMW,ONE?,2016,695,30
10283,BMW,ONE?,2017,32,179
10284,BMW,ONE?,2017,32,186
10285,BMW,ONE?,2017,32,187
10286,BMW,ONE?,2017,32,195
10287,BMW,ONE?,2017,32,198
10288,BMW,ONE?,2017,32,212
10289,BMW,ONE?,2017,32,221
10290,BMW,ONE?,2017,32,235
10291,BMW,ONE?,2017,32,236
10292,BMW,ONE?,2017,695,25
10293,BMW,ONE?,2017,695,30
10294,BMW,ONE?,2017,695,40
10295,BMW,ONE?,2018,32,212
10296,BMW,ONE?,2018,32,221
10297,BMW,ONE?,2018,32,236
10298,BMW,ONE?,2018,32,240
10299,BMW,ONE?,2018,32,241
10300,BMW,ONE?,2018,32,242
10301,BMW,ONE?,2018,32,253
10302,BMW,ONE?,2018,32,256
10303,BMW,ONE?,2018,32,257
10304,BMW,ONE?,2018,32,258
10305,BMW,ONE?,2018,32,259
10306,BMW,ONE?,2018,32,276
10307,BMW,ONE?,2018,32,277
10308,BMW,ONE?,2018,32,285
10309,BMW,ONE?,2018,695,25
10310,BMW,ONE?,2018,695,40
10311,BMW,ONE?,2019,32,256
10312,BMW,ONE?,2019,32,257
10313,BMW,ONE?,2019,32,258
10314,BMW,ONE?,2019,32,259
10315,BMW,ONE?,2019,32,276
10316,BMW,ONE?,2019,32,277
10317,BMW,ONE?,2019,32,285
10318,BMW,ONE?,2019,32,294
10319,BMW,ONE?,2019,32,297
10320,BMW,ONE?,2019,32,308
10321,BMW,ONE?,2019,32,310
10322,BMW,ONE?,2020,32,277
10323,BMW,ONE?,2020,32,285
10324,BMW,ONE?,2020,32,294
10325,BMW,ONE?,2020,32,297
10326,BMW,ONE?,2020,32,308
10327,BMW,ONE?,2020,32,310
10328,BMW,ONE?,2020,32,314
10329,BMW,ONE?,2020,32,315
10330,BMW,ONE?,2020,32,316
10331,BMW,ONE?,2020,32,317
10332,BMW,ONE?,2020,32,318
10333,BMW,ONE?,2020,32,330
10334,BMW,ONE?,2020,32,375
10335,BMW,ONE?,2021,32,314
10336,BMW,ONE?,2021,32,315
10337,BMW,ONE?,2021,32,375
10338,BMW,ONE?,2021,32,377
10339,BMW,ONE?,2021,32,380
10340,BMW,ONE?,2021,32,386
10341,BMW,ONE?,2022,32,380
10342,BMW,ONE?,2022,32,386
10343,BMW,ONE?,2022,32,418
10344,BMW,ONE?,2022,32,428
10345,BMW,X?,2022,722,709
10346,BMW,X1,2021,143,1658
10347,BMW,X1,2022,143,1658
10348,BMW,X1,2012,143,15
10349,BMW,X1,2012,143,16
10350,BMW,X1,2012,143,43
10351,BMW,X1,2012,143,56
10352,BMW,X1,2012,143,57
10353,BMW,X1,2012,143,58
10354,BMW,X1,2012,143,59
10355,BMW,X1,2013,143,15
10356,BMW,X1,2013,143,16
10357,BMW,X1,2013,143,43
10358,BMW,X1,2013,143,57
10359,BMW,X1,2013,143,58
10360,BMW,X1,2013,143,59
10361,BMW,X1,2016,143,378
10362,BMW,X1,2016,143,379
10363,BMW,X1,2016,143,394
10364,BMW,X1,2016,143,579
10365,BMW,X1,2016,143,583
10366,BMW,X1,2016,143,584
10367,BMW,X1,2016,143,585
10368,BMW,X1,2017,143,579
10369,BMW,X1,2017,143,583
10370,BMW,X1,2017,143,584
10371,BMW,X1,2017,143,585
10372,BMW,X1,2017,143,684
10373,BMW,X1,2017,143,685
10374,BMW,X1,2017,143,686
10375,BMW,X1,2017,143,709
10376,BMW,X1,2018,143,579
10377,BMW,X1,2018,143,684
10378,BMW,X1,2018,143,685
10379,BMW,X1,2018,143,686
10380,BMW,X1,2018,143,709
10381,BMW,X1,2018,143,854
10382,BMW,X1,2018,695,84
10383,BMW,X1,2019,143,854
10384,BMW,X1,2019,143,925
10385,BMW,X1,2019,143,975
10386,BMW,X1,2019,143,976
10387,BMW,X1,2019,143,977
10388,BMW,X1,2019,143,1023
10389,BMW,X1,2019,695,84
10390,BMW,X1,2019,695,85
10391,BMW,X1,2019,695,93
10392,BMW,X1,2019,695,94
10393,BMW,X1,2019,695,96
10394,BMW,X1,2019,695,104
10395,BMW,X1,2019,695,106
10396,BMW,X1,2020,143,925
10397,BMW,X1,2020,143,975
10398,BMW,X1,2020,143,976
10399,BMW,X1,2020,143,977
10400,BMW,X1,2020,143,1127
10401,BMW,X1,2020,143,1128
10402,BMW,X1,2020,143,1129
10403,BMW,X1,2020,695,93
10404,BMW,X1,2020,695,94
10405,BMW,X1,2020,695,96
10406,BMW,X1,2020,695,104
10407,BMW,X1,2020,695,106
10408,BMW,X1,2020,695,119
10409,BMW,X1,2020,695,120
10410,BMW,X1,2021,143,977
10411,BMW,X1,2021,143,1127
10412,BMW,X1,2021,143,1129
10413,BMW,X1,2021,695,96
10414,BMW,X1,2021,695,119
10415,BMW,X1,2012,143,35
10416,BMW,X1,2012,143,36
10417,BMW,X1,2012,143,37
10418,BMW,X1,2012,143,54
10419,BMW,X1,2012,143,55
10420,BMW,X1,2013,143,37
10421,BMW,X1,2013,143,54
10422,BMW,X1,2013,143,55
10423,BMW,X1,2014,143,55
10424,BMW,X1,2016,143,396
10425,BMW,X1,2016,143,397
10426,BMW,X1,2016,143,582
10427,BMW,X1,2017,143,582
10428,BMW,X1,2018,143,582
10429,BMW,X1,2012,143,17
10430,BMW,X1,2012,143,18
10431,BMW,X1,2012,143,62
10432,BMW,X1,2012,143,63
10433,BMW,X1,2012,143,64
10434,BMW,X1,2013,143,17
10435,BMW,X1,2013,143,18
10436,BMW,X1,2013,143,62
10437,BMW,X1,2013,143,63
10438,BMW,X1,2013,143,64
10439,BMW,X1,2014,143,62
10440,BMW,X1,2014,143,222
10441,BMW,X1,2015,143,62
10442,BMW,X1,2015,143,222
10443,BMW,X1,2015,143,334
10444,BMW,X1,2015,143,335
10445,BMW,X1,2015,143,2871
10446,BMW,X1,2016,143,334
10447,BMW,X1,2016,143,335
10448,BMW,X1,2016,143,586
10449,BMW,X1,2016,143,587
10450,BMW,X1,2016,143,2871
10451,BMW,X1,2017,143,586
10452,BMW,X1,2017,143,587
10453,BMW,X1,2017,143,687
10454,BMW,X1,2017,143,688
10455,BMW,X1,2018,143,587
10456,BMW,X1,2018,143,687
10457,BMW,X1,2018,143,688
10458,BMW,X1,2019,695,88
10459,BMW,X1,2019,695,89
10460,BMW,X1,2016,143,443
10461,BMW,X1,2017,143,678
10462,BMW,X1,2017,143,679
10463,BMW,X1,2017,143,689
10464,BMW,X1,2017,143,774
10465,BMW,X1,2018,143,679
10466,BMW,X1,2018,143,689
10467,BMW,X1,2018,143,774
10468,BMW,X1,2018,695,65
10469,BMW,X1,2018,695,67
10470,BMW,X1,2019,143,679
10471,BMW,X1,2019,143,774
10472,BMW,X1,2019,143,924
10473,BMW,X1,2019,695,65
10474,BMW,X1,2019,695,67
10475,BMW,X1,2019,695,91
10476,BMW,X1,2019,695,92
10477,BMW,X1,2020,143,1320
10478,BMW,X1,2020,143,1358
10479,BMW,X1,2020,143,1359
10480,BMW,X1,2020,143,1375
10481,BMW,X1,2020,695,131
10482,BMW,X1,2021,143,1358
10483,BMW,X1,2021,143,1359
