,dmake,dmodel,dyear,tozeret_cd,model_cd
30000,Mercedes,G-CLASS,2021,197,39
30001,Mercedes,G-CLASS,2021,197,52
30002,Mercedes,G-CLASS,2021,197,57
30003,Mercedes,G-CLASS,2021,197,59
30004,Mercedes,G-CLASS,2021,197,60
30005,Mercedes,G-CLASS,2016,197,8
30006,Mercedes,G-CLASS,2017,197,8
30007,Mercedes,G-CLASS,2019,197,13
30008,Mercedes,G-CLASS,2019,197,14
30009,Mercedes,G-CLASS,2020,197,13
30010,Mercedes,G-CLASS,2020,197,14
30011,Mercedes,G-CLASS,2020,197,40
30012,Mercedes,G-CLASS,2021,197,40
30013,Mercedes,G-CLASS,2022,197,40
30014,Mercedes,G-CLASS,2020,197,21
30015,Mercedes,G-CLASS,2020,197,27
30016,Mercedes,G-CLASS,2020,197,34
30017,Mercedes,G-CLASS,2020,197,38
30018,Mercedes,G-CLASS,2021,197,38
30019,Mercedes,G-CLASS,2021,197,45
30020,Mercedes,G-CLASS,2021,197,50
30021,Mercedes,G-CLASS,2021,197,56
30022,Mercedes,G-CLASS,2022,197,50
30023,Mercedes,G-CLASS,2005,136,1
30024,Mercedes,G-CLASS,2011,197,1
30025,Mercedes,G-CLASS,2012,197,3
30026,Mercedes,G-CLASS,2013,197,1
30027,Mercedes,G-CLASS,2013,197,3
30028,Mercedes,G-CLASS,2014,197,1
30029,Mercedes,G-CLASS,2014,197,3
30030,Mercedes,G-CLASS,2015,197,1
30031,Mercedes,G-CLASS,2016,197,7
30032,Mercedes,G-CLASS,2017,197,7
30033,Mercedes,G-CLASS,2017,197,9
30034,Mercedes,G-CLASS,2017,197,10
30035,Mercedes,G-CLASS,2018,197,10
30036,Mercedes,G-CLASS,2018,197,12
30037,Mercedes,G-CLASS,2019,197,12
30038,Mercedes,G-CLASS,2019,197,15
30039,Mercedes,G-CLASS,2020,197,12
30040,Mercedes,G-CLASS,2020,197,18
30041,Mercedes,G-CLASS,2020,197,24
30042,Mercedes,G-CLASS,2020,197,30
30043,Mercedes,G-CLASS,2020,197,41
30044,Mercedes,G-CLASS,2020,197,43
30045,Mercedes,G-CLASS,2021,197,12
30046,Mercedes,G-CLASS,2021,197,24
30047,Mercedes,G-CLASS,2021,197,41
30048,Mercedes,G-CLASS,2021,197,43
30049,Mercedes,G-CLASS,2021,197,47
30050,Mercedes,G-CLASS,2021,197,49
30051,Mercedes,G-CLASS,2021,197,51
30052,Mercedes,G-CLASS,2022,197,41
30053,Mercedes,G-CLASS,2022,197,43
30054,Mercedes,G-CLASS,2022,197,47
30055,Mercedes,G-CLASS,2022,197,51
30056,Mercedes,G-CLASS,2022,197,68
30057,Mercedes,G-CLASS,2022,197,70
30058,Mercedes,G-CLASS,2022,197,71
30059,Mercedes,G-CLASS,2022,197,74
30060,Mercedes,G-CLASS,2013,197,4
30061,Mercedes,G-CLASS,2014,197,4
30062,Mercedes,G-CLASS,2015,197,6
30063,Mercedes,G-CLASS,2016,197,6
30064,Mercedes,G-CLASS,2017,197,6
30065,Mercedes,G-CLASS,2021,197,46
30066,Mercedes,G-CLASS,2021,197,48
30067,Mercedes,G-CLASS,2021,197,63
30068,Mercedes,G-CLASS,2021,593,2016
30069,Mercedes,G-CLASS,2022,197,48
30070,Mercedes,G-CLASS,2022,197,63
30071,Mercedes,G-CLASS,2022,197,76
30072,Mercedes,G-CLASS,2022,593,2016
30073,Mercedes,GL,2015,830,62
30074,Mercedes,GL,2016,830,62
30075,Mercedes,GL,2010,830,71
30076,Mercedes,GL,2011,830,71
30077,Mercedes,GL,2012,830,71
30078,Mercedes,GL,2008,616,31
30079,Mercedes,GL,2007,616,27
30080,Mercedes,GL,2008,616,27
30081,Mercedes,GL,2007,616,30
30082,Mercedes,GL,2008,616,30
30083,Mercedes,GL,2009,616,30
30084,Mercedes,GL,2009,616,11
30085,Mercedes,GL,2013,830,16
30086,Mercedes,GL,2014,830,16
30087,Mercedes,GL,2014,830,33
30088,Mercedes,GL,2015,830,33
30089,Mercedes,GL,2016,830,33
30090,Mercedes,GL,2013,830,2
30091,Mercedes,GL,2013,830,17
30092,Mercedes,GL,2013,830,20
30093,Mercedes,GL,2013,830,22
30094,Mercedes,GL,2014,830,1
30095,Mercedes,GL,2014,830,2
30096,Mercedes,GL,2014,830,17
30097,Mercedes,GL,2014,830,20
30098,Mercedes,GL,2014,830,22
30099,Mercedes,GL,2015,830,2
30100,Mercedes,GL,2015,830,11
30101,Mercedes,GL,2015,830,20
30102,Mercedes,GL,2015,830,22
30103,Mercedes,GL,2016,830,2
30104,Mercedes,GL,2016,830,11
30105,Mercedes,GL,2016,830,20
30106,Mercedes,GL,2016,830,22
30107,Mercedes,GL,2013,830,50
30108,Mercedes,GL,2013,830,100
30109,Mercedes,GL,2013,830,15
30110,Mercedes,GL,2013,830,19
30111,Mercedes,GL,2014,830,50
30112,Mercedes,GL,2014,830,15
30113,Mercedes,GL,2015,830,15
30114,Mercedes,GL,2011,830,6
30115,Mercedes,GL,2012,830,6
30116,Mercedes,GL,2013,830,6
30117,Mercedes,GL,2015,830,36
30118,Mercedes,GL,2015,830,37
30119,Mercedes,GL,2015,830,39
30120,Mercedes,GL,2015,830,42
30121,Mercedes,GL,2009,616,91
30122,Mercedes,GL,2007,616,17
30123,Mercedes,GL,2007,616,18
30124,Mercedes,GL,2007,616,22
30125,Mercedes,GL,2007,616,23
30126,Mercedes,GL,2009,616,81
30127,Mercedes,GL,2011,830,5
30128,Mercedes,GL,2012,830,5
30129,Mercedes,GL,2013,830,5
30130,Mercedes,GL,2013,830,18
30131,Mercedes,GL,2014,830,18
30132,Mercedes,GL,2014,830,25
30133,Mercedes,GL,2015,830,18
30134,Mercedes,GL,2016,830,18
30135,Mercedes,GLA,2016,593,466
30136,Mercedes,GLA,2017,593,466
30137,Mercedes,GLA,2017,593,637
30138,Mercedes,GLA,2017,593,706
30139,Mercedes,GLA,2017,593,730
30140,Mercedes,GLA,2018,593,637
30141,Mercedes,GLA,2021,593,2100
30142,Mercedes,GLA,2022,593,3062
30143,Mercedes,GLA,2014,593,233
30144,Mercedes,GLA,2014,593,260
30145,Mercedes,GLA,2014,593,283
30146,Mercedes,GLA,2014,593,309
30147,Mercedes,GLA,2014,593,310
30148,Mercedes,GLA,2015,593,233
30149,Mercedes,GLA,2015,593,260
30150,Mercedes,GLA,2015,593,283
30151,Mercedes,GLA,2015,593,309
30152,Mercedes,GLA,2015,593,310
30153,Mercedes,GLA,2015,593,377
30154,Mercedes,GLA,2016,593,309
30155,Mercedes,GLA,2016,593,310
30156,Mercedes,GLA,2016,593,377
30157,Mercedes,GLA,2016,593,483
30158,Mercedes,GLA,2016,593,494
30159,Mercedes,GLA,2016,593,519
30160,Mercedes,GLA,2017,593,309
30161,Mercedes,GLA,2017,593,310
30162,Mercedes,GLA,2017,593,494
30163,Mercedes,GLA,2017,593,519
30164,Mercedes,GLA,2017,593,626
30165,Mercedes,GLA,2017,593,646
30166,Mercedes,GLA,2017,593,648
30167,Mercedes,GLA,2017,593,657
30168,Mercedes,GLA,2017,593,668
30169,Mercedes,GLA,2017,593,669
30170,Mercedes,GLA,2017,593,670
30171,Mercedes,GLA,2017,593,775
30172,Mercedes,GLA,2017,593,776
30173,Mercedes,GLA,2017,593,777
30174,Mercedes,GLA,2017,593,778
30175,Mercedes,GLA,2017,593,779
30176,Mercedes,GLA,2017,593,780
30177,Mercedes,GLA,2017,593,782
30178,Mercedes,GLA,2017,593,783
30179,Mercedes,GLA,2017,593,784
30180,Mercedes,GLA,2017,593,785
30181,Mercedes,GLA,2018,593,626
30182,Mercedes,GLA,2018,593,646
30183,Mercedes,GLA,2018,593,648
30184,Mercedes,GLA,2018,593,657
30185,Mercedes,GLA,2018,593,668
30186,Mercedes,GLA,2018,593,669
30187,Mercedes,GLA,2018,593,670
30188,Mercedes,GLA,2018,593,775
30189,Mercedes,GLA,2018,593,776
30190,Mercedes,GLA,2018,593,777
30191,Mercedes,GLA,2018,593,779
30192,Mercedes,GLA,2018,593,780
30193,Mercedes,GLA,2018,593,782
30194,Mercedes,GLA,2018,593,784
30195,Mercedes,GLA,2018,593,785
30196,Mercedes,GLA,2018,593,906
30197,Mercedes,GLA,2018,593,907
30198,Mercedes,GLA,2018,593,927
30199,Mercedes,GLA,2018,593,937
30200,Mercedes,GLA,2018,593,1050
30201,Mercedes,GLA,2018,593,1054
30202,Mercedes,GLA,2018,593,1055
30203,Mercedes,GLA,2018,593,1072
30204,Mercedes,GLA,2019,593,776
30205,Mercedes,GLA,2019,593,777
30206,Mercedes,GLA,2019,593,779
30207,Mercedes,GLA,2019,593,780
30208,Mercedes,GLA,2019,593,907
30209,Mercedes,GLA,2019,593,1050
30210,Mercedes,GLA,2019,593,1054
30211,Mercedes,GLA,2019,593,1055
30212,Mercedes,GLA,2019,593,1072
30213,Mercedes,GLA,2020,593,1050
30214,Mercedes,GLA,2020,593,1054
30215,Mercedes,GLA,2020,593,1055
30216,Mercedes,GLA,2020,593,1072
30217,Mercedes,GLA,2020,593,1593
30218,Mercedes,GLA,2020,593,1604
30219,Mercedes,GLA,2020,593,1605
30220,Mercedes,GLA,2020,593,1606
30221,Mercedes,GLA,2020,593,1607
30222,Mercedes,GLA,2021,593,1054
30223,Mercedes,GLA,2021,593,1593
30224,Mercedes,GLA,2021,593,1604
30225,Mercedes,GLA,2021,593,1605
30226,Mercedes,GLA,2021,593,1606
30227,Mercedes,GLA,2021,593,1607
30228,Mercedes,GLA,2021,593,2523
30229,Mercedes,GLA,2021,593,2613
30230,Mercedes,GLA,2021,593,2635
30231,Mercedes,GLA,2021,593,2678
30232,Mercedes,GLA,2022,593,1604
30233,Mercedes,GLA,2022,593,1606
30234,Mercedes,GLA,2022,593,2523
30235,Mercedes,GLA,2022,593,2613
30236,Mercedes,GLA,2022,593,2635
30237,Mercedes,GLA,2022,593,2678
30238,Mercedes,GLA,2022,593,2883
30239,Mercedes,GLA,2014,593,257
30240,Mercedes,GLA,2015,593,358
30241,Mercedes,GLA,2015,593,369
30242,Mercedes,GLA,2014,593,262
30243,Mercedes,GLA,2015,593,262
30244,Mercedes,GLA,2017,593,663
30245,Mercedes,GLA,2017,593,664
30246,Mercedes,GLA,2017,593,665
30247,Mercedes,GLA,2017,593,666
30248,Mercedes,GLA,2017,593,786
30249,Mercedes,GLA,2017,593,787
30250,Mercedes,GLA,2017,593,788
30251,Mercedes,GLA,2018,593,664
30252,Mercedes,GLA,2018,593,786
30253,Mercedes,GLA,2018,593,787
30254,Mercedes,GLA,2018,593,788
30255,Mercedes,GLA,2018,593,954
30256,Mercedes,GLA,2018,593,1053
30257,Mercedes,GLA,2019,593,786
30258,Mercedes,GLA,2019,593,1053
30259,Mercedes,GLA,2014,593,286
